work_key,work_id,house,state,state_key,district_name,ida_raw,ida_key,mp_name_raw,mp_name_clean,mp_key,constituency,elected_nominated,work_raw,work_category_raw,category_raw,category_nlp,work_description_raw,work_description_clean,recommended_date,sanction_date,completion_date,recommended_amount,sanction_amount,amount_disbursed,work_status,image_raw,source_stage,quarantine_reason,work_key_mode,work_key_source
wk_da7194ae1eb5,,RS,Odisha,Odisha,Puri,PURI(DISTRICT COLLECTOR PURI_IDA),PURI,Shri Subhasish Khuntia (2024-30) (2024-2030),SUBHASISH KHUNTIA,RS_SUBHASISH KHUNTIA,,Elected MP,Construction of community centers and community halls,Normal/Others,Normal/Others,,Construction of Mahamaya Shymakali Community center at Dolamandap Sahi.,Construction of Mahamaya Shymakali Community center at Dolamandap Sahi.,2025-08-28 00:00:00,,,300000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_da7194ae1eb5
wk_dac7cce9bac6,,RS,Kerala,Kerala,Idukki,IDUKKI(DISTRICT COLLECTOR IDUKKI_IDA),IDUKKI,Shri Haris Beeran (2024-30) (2024-2030),HARIS BEERAN,RS_HARIS BEERAN,,Elected MP,Construction of public irrigation facilities,Normal/Others,Normal/Others,,"Construction of retaining wall for the stream at Elanji Kuzhi.Ward 16 BTM School , of Thodupuzha Municipality , Idukki District.","Construction of retaining wall for the stream at Elanji Kuzhi.Ward 16 BTM School , of Thodupuzha Municipality , Idukki District.",2025-06-17 00:00:00,,,500000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_dac7cce9bac6
wk_dadb15354e45,,LS,Kerala,Kerala,Alappuzha,ALAPPUZHA(DISTRICT COLLECTOR ALAPPUZHA_IDA),ALAPPUZHA,K. C VENUGOPAL,K C VENUGOPAL,LS_K C VENUGOPAL,ALAPPUZHA,,Setting up of kitchen and pantries,Normal/Others,Normal/Others,,"Setting up of a modern kitchen and Dining Hall in Govt. Muslim LPA, Punnapra","Setting up of a modern kitchen and Dining Hall in Govt. Muslim LPA, Punnapra",2024-09-06 00:00:00,,,800000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_dadb15354e45
wk_db2b8cdb2c06,,RS,Kerala,Kerala,Palakkad,PALAKKAD(DISTRICT COLLECTOR PALAKKAD_IDA),PALAKKAD,Dr. V. Sivadasan (2021-27) (2021-2027),V SIVADASAN,RS_V SIVADASAN,,Elected MP,Construction of rooms and halls in school and colleges,Normal/Others,Normal/Others,,Construction of new Digital Seminar Complex at Palakkad Government Victoria College,Construction of new Digital Seminar Complex at Palakkad Government Victoria College,2025-08-13 00:00:00,,,30000000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_db2b8cdb2c06
wk_db4a52cec530,,RS,Telangana,Telangana,Mahabubabad,MAHABUBABAD(DISTRICT COLLECTOR MAHABUBABAD_IDA),MAHABUBABAD,Smt. Renuka Chowdhury (2024-30) (2024-2030),RENUKA CHOWDHURY,RS_RENUKA CHOWDHURY,,Elected MP,"Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,Normal/Others,,"Construction of CC road from Sunkara Ramakrishna house to Vaddemudi Suresh house at Gandhampalle village, Bayyaram Mandal, Mahabubabad District, Telangana","Construction of CC road from Sunkara Ramakrishna house to Vaddemudi Suresh house at Gandhampalle village, Bayyaram Mandal, Mahabubabad District, Telangana",2026-01-23 00:00:00,,,500000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_db4a52cec530
wk_db57fbdd3652,,RS,Kerala,Kerala,Palakkad,PALAKKAD(DISTRICT COLLECTOR PALAKKAD_IDA),PALAKKAD,Shri Abdul Wahab (2021-27) (2021-2027),ABDUL WAHAB,RS_ABDUL WAHAB,,Elected MP,Lighting of public spaces,Normal/Others,Normal/Others,,"Setting up of Mini mast light at Mullaparamb nagar, Ward No.2, Nellaya Panchayat","Setting up of Mini mast light at Mullaparamb nagar, Ward No.2, Nellaya Panchayat",2025-10-21 00:00:00,,,250000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_db57fbdd3652
wk_db8189b966db,,RS,Uttar Pradesh,Uttar Pradesh,Unnao,UNNAO(DISTRICT MAGIISTRATE UNNAO_IDA),UNNAO,Dr. Laxmikant Bajpayee (2022-28) (2022-2028),LAXMIKANT BAJPAYEE,RS_LAXMIKANT BAJPAYEE,,Elected MP,"Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids",Normal/Others,Normal/Others,,Distribution of Motorized Tricycles,Distribution of Motorized Tricycles,2025-06-16 00:00:00,,,100000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_db8189b966db
wk_dbdd2a87bafc,,RS,Maharashtra,Maharashtra,Pune,PUNE(DISTRICT COLLECTOR PUNE_IDA),PUNE,Dr. Medha Vishram Kulkarni (2024-30) (2024-2030),MEDHA VISHRAM KULKARNI,RS_MEDHA VISHRAM KULKARNI,,Elected MP,Construction of bus-sheds or bus-stops,Normal/Others,Normal/Others,,At Ward 9 Establishment of a bus stop at Someshwar Wadi Down,At Ward 9 Establishment of a bus stop at Someshwar Wadi Down,2025-11-26 00:00:00,,,1000000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_dbdd2a87bafc
wk_dbdf2a74dcb8,,RS,Assam,Assam,Golaghat,GOLAGHAT(Deputy Commissioner Golaghat_IDA),GOLAGHAT,Shri Birendra Prasad Baishya (2025-31) (2025-2031),BIRENDRA PRASAD BAISHYA,RS_BIRENDRA PRASAD BAISHYA,,Elected MP,Construction of rooms and halls in school and colleges,Normal/Others,Normal/Others,,Construction Of College Building of Hemo Prova Borbora Girls College at Golaghat,Construction Of College Building of Hemo Prova Borbora Girls College at Golaghat,2025-10-23 00:00:00,,,2500000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_dbdf2a74dcb8
wk_dc63d1328c2e,,RS,Tamil Nadu,Tamil Nadu,Coimbatore,COIMBATORE(DISTRICT COLLECTOR COIMBATORE_IDA),COIMBATORE,Shri I.S. Inbadurai (2025-31) (2025-2031),I S INBADURAI,RS_I S INBADURAI,,Elected MP,Construction of common work sheds/ common covered sitting area,Normal/Others,Normal/Others,,Construction of compound wall around 528 residences in selvapuram IUDP colony coimbatore District,Construction of compound wall around 528 residences in selvapuram IUDP colony coimbatore District,2025-11-21 00:00:00,,,2166000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_dc63d1328c2e
wk_dcaf298e95a5,,RS,Odisha,Odisha,Khordha,KHORDHA(DISTRICT COLLECTOR KHORDHA_IDA),KHORDHA,Smt. Sulata Deo (2022-28) (2022-2028),SULATA DEO,RS_SULATA DEO,,Elected MP,Construction of public toilets and bathrooms,Normal/Others,Normal/Others,,"Construction of Toilets for male & female, Residents Association at Durgamadhav Nagar, Sampur, Ward No-22, BMC Bhubaneswar Municipal Corporation","Construction of Toilets for male & female, Residents Association at Durgamadhav Nagar, Sampur, Ward No-22, BMC Bhubaneswar Municipal Corporation",2024-09-27 00:00:00,,,300000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_dcaf298e95a5
wk_dcd13c67421d,,RS,Tamil Nadu,Tamil Nadu,Tiruchirappalli,TIRUCHIRAPPALLI(DISTRICT COLLECTOR TIRUCHIRAPPALLI_IDA),TIRUCHIRAPPALLI,Smt. Rajathi (2025-31) (2025-2031),RAJATHI,RS_RAJATHI,,Elected MP,Lighting of public spaces,Normal/Others,Normal/Others,,Install 12 mtrs of height of High mast Light in Ward 12 near VOC Nagar Water Storage at Thuvakudi area,Install 12 mtrs of height of High mast Light in Ward 12 near VOC Nagar Water Storage at Thuvakudi area,2025-09-22 00:00:00,,,800000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_dcd13c67421d
wk_dce2bba989df,,LS,Madhya Pradesh,Madhya Pradesh,Seoni,SEONI(District Collector Seoni_IDA),SEONI,Faggan Singh Kulaste,FAGGAN SINGH KULASTE,LS_FAGGAN SINGH KULASTE,MANDLA(ST),,Construction of additional rooms and halls in the existing public and community building,Normal/Others,Normal/Others,,Construction of additional room at police station compound Chhapara,Construction of additional room at police station compound Chhapara,2024-11-09 00:00:00,,,500000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_dce2bba989df
wk_dd1c304d7228,,RS,Karnataka,Karnataka,Kodagu,KODAGU(Deputy Commsioner Kodagu_ida),KODAGU,Shri G.C. Chandrashekhar (2024-30) (2024-2030),G C CHANDRASHEKHAR,RS_G C CHANDRASHEKHAR,,Elected MP,"Purchase of vehicle for mobile dispensaries (Four, three and two wheelers)",Normal/Others,Normal/Others,,"purchase of bolero vehicle for sanchari girijana arogya ghataka ponnampete talluk, kallahalla, kodagu district","purchase of bolero vehicle for sanchari girijana arogya ghataka ponnampete talluk, kallahalla, kodagu district",2025-10-08 00:00:00,,,1200000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_dd1c304d7228
wk_dd349617a96a,,RS,Goa,Goa,North Goa,NORTH GOA(DISTRICT COLLECTOR NORTH GOA_IDA),NORTH GOA,Shri Sadanand Mhalu Shet Tanavade (2023-29) (2023-2029),SADANAND MHALU SHET TANAVADE,RS_SADANAND MHALU SHET TANAVADE,,Elected MP,Purchase of vans and buses for educational institutions,Normal/Others,Normal/Others,,"School Bus for Bal Bharti Vidhya Mandir, Ribandar, Tiswadi, Goa.","School Bus for Bal Bharti Vidhya Mandir, Ribandar, Tiswadi, Goa.",2025-05-28 00:00:00,,,3168291.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_dd349617a96a
wk_dd8eababad65,,RS,Maharashtra,Maharashtra,Washim,WASHIM(DISTRICT COLLECTOR WASHIM_IDA),WASHIM,Shri Imran Pratapgarhi (2022-28) (2022-2028),IMRAN PRATAPGARHI,RS_IMRAN PRATAPGARHI,,Elected MP,"Purchase of smart boards, visual display units and projectors",Normal/Others,Normal/Others,,"Smart Classroom to Recognized Syed Mohsin Urdu Primary School, Washim","Smart Classroom to Recognized Syed Mohsin Urdu Primary School, Washim",2025-08-05 00:00:00,,,1000000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_dd8eababad65
wk_ddb9e88cb22a,,RS,Assam,Assam,Sivasagar,SIVASAGAR(Deputy Commissioner Sivsagar_IDA),SIVASAGAR,Shri Pabitra Margherita (2022-28) (2022-2028),PABITRA MARGHERITA,RS_PABITRA MARGHERITA,,Elected MP,Construction of community centers and community halls,Normal/Others,Normal/Others,,CONSTRUCTION OF COMMUNITY HALL AT DULIA GAON SANSKRITIK KENDRA,CONSTRUCTION OF COMMUNITY HALL AT DULIA GAON SANSKRITIK KENDRA,2026-01-27 00:00:00,,,400000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_ddb9e88cb22a
wk_ddcae92cf17f,,RS,Uttar Pradesh,Uttar Pradesh,Baghpat,BAGHPAT(DISTRICT MAGISTRATE BAGHPAT_IDA),BAGHPAT,Shri Jayant Chaudhary (2022-28) (2022-2028),JAYANT CHAUDHARY,RS_JAYANT CHAUDHARY,,Elected MP,Development of playfields and sports grounds,Normal/Others,Normal/Others,,"Construction of a 200 plus 100m extended six-lane synthetic running track, along with space for hammer, javelin, discus throw, and a hall for indoor training purposes.","Construction of a 200 plus 100m extended six-lane synthetic running track, along with space for hammer, javelin, discus throw, and a hall for indoor training purposes.",2025-11-27 00:00:00,,,13242000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_ddcae92cf17f
wk_de0264f0143b,,RS,Kerala,Kerala,Pathanamthitta,PATHANAMTHITTA(DISTRICT COLLECTOR PATHANAMTHITTA_IDA),PATHANAMTHITTA,Dr. John Brittas (2021-27) (2021-2027),JOHN BRITTAS,RS_JOHN BRITTAS,,Elected MP,Purchase of vans and buses for educational institutions,Normal/Others,Normal/Others,,"Purchase of School Bus for Devaswom Board LP School, Vaipur, Kottangal Panchyat, Ward XIII, Pathanamthitta District","Purchase of School Bus for Devaswom Board LP School, Vaipur, Kottangal Panchyat, Ward XIII, Pathanamthitta District",2025-10-15 00:00:00,,,1866582.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_de0264f0143b
wk_de1008f869a4,,RS,Telangana,Telangana,Mahabubabad,MAHABUBABAD(DISTRICT COLLECTOR MAHABUBABAD_IDA),MAHABUBABAD,Shri Ravi Chandra Vaddiraju (2024-30) (2024-2030),RAVI CHANDRA VADDIRAJU,RS_RAVI CHANDRA VADDIRAJU,,Elected MP,Construction of community centers and community halls,Normal/Others,Normal/Others,,Laying of CC Road from Ganji Raghu(H) to Ganji Komurareddy(H) at Inugurthy,Laying of CC Road from Ganji Raghu(H) to Ganji Komurareddy(H) at Inugurthy,2025-05-25 00:00:00,,,499000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_de1008f869a4
wk_de1e03529c15,,RS,Kerala,Kerala,Idukki,IDUKKI(DISTRICT COLLECTOR IDUKKI_IDA),IDUKKI,Shri Haris Beeran (2024-30) (2024-2030),HARIS BEERAN,RS_HARIS BEERAN,,Elected MP,Development of public parks,Normal/Others,Normal/Others,,"Construction of Children Park.Ward 14 Vannappuram town south , of Vannappuram Panchayat, under Vannappuram Village in the Elamdesam Block, Idukki District.","Construction of Children Park.Ward 14 Vannappuram town south , of Vannappuram Panchayat, under Vannappuram Village in the Elamdesam Block, Idukki District.",2025-06-17 00:00:00,,,500000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_de1e03529c15
wk_de5eb8cf7323,,RS,Maharashtra,Maharashtra,Nanded,NANDED(DISTRICT COLLECTOR NANDED_IDA),NANDED,Dr. Ajeet Madhavrao Gopchade (2024-30) (2024-2030),AJEET MADHAVRAO GOPCHADE,RS_AJEET MADHAVRAO GOPCHADE,,Elected MP,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,Normal/Others,Normal/Others,,Construction of Smashanbhumi Shed and Sangada at Kolheborgaon Tq. Biloli Dist. Nanded,Construction of Smashanbhumi Shed and Sangada at Kolheborgaon Tq. Biloli Dist. Nanded,2025-10-24 00:00:00,,,1200000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_de5eb8cf7323
wk_de817769a0e4,,LS,West Bengal,West Bengal,North 24 Parganas,North 24 Parganas(DISTRICT MAGISTRATE NORTH TWENTY FOUR PARGANAS_IDA),NORTH 24 PARGANAS,SK NURUL ISLAM,SK NURUL ISLAM,LS_SK NURUL ISLAM,BASIRHAT,,Construction of rooms and halls in school and colleges,Trust and Society,Trust and Society,,Construction of building of Madrasah Salafia Ghorarash under Ghoraras Kulibgram G.P & Basirhat II Panchayat Samity,Construction of building of Madrasah Salafia Ghorarash under Ghoraras Kulibgram G.P & Basirhat II Panchayat Samity,2024-09-20 00:00:00,,,1000000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_de817769a0e4
wk_de8921d0d4e4,,LS,Karnataka,Karnataka,Chikkaballapura,CHIKKABALLAPURA(DEPUTY COMMISSIONER CHICKKABALLAPUR_IDA),CHIKKABALLAPURA,DR.K.SUDHAKAR,DR K SUDHAKAR,LS_DR K SUDHAKAR,CHIKBALLAPUR,,Construction of rooms and halls in school and colleges,Normal/Others,Normal/Others,,Construction of additional classroom for Government primary school Kadachikkanahally,Construction of additional classroom for Government primary school Kadachikkanahally,2024-12-12 00:00:00,,,500000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_de8921d0d4e4
wk_deb87b619d36,,RS,Kerala,Kerala,Ernakulam,ERNAKULAM(DISTRICT COLLECTOR ERNAKULAM_IDA),ERNAKULAM,Shri Haris Beeran (2024-30) (2024-2030),HARIS BEERAN,RS_HARIS BEERAN,,Elected MP,"Construction of roads, link roads, pathways or any other road with or without drainage system",Repair and Renovation,Repair and Renovation,,Tile-laying work of Mattekad Road,Tile-laying work of Mattekad Road,2025-09-10 00:00:00,,,500000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_deb87b619d36
wk_dec2087a9576,,RS,Assam,Assam,Lakhimpur,LAKHIMPUR(DEPUTY COMMISSIONER LAKHIMPUR_IDA),LAKHIMPUR,Shri Birendra Prasad Baishya (2025-31) (2025-2031),BIRENDRA PRASAD BAISHYA,RS_BIRENDRA PRASAD BAISHYA,,Elected MP,Construction of community centers and community halls,Normal/Others,Normal/Others,,"Construction Of Community hall Near Krishna Madhab Namghar,2 No Dhemagarh,Lamhimpur","Construction Of Community hall Near Krishna Madhab Namghar,2 No Dhemagarh,Lamhimpur",2026-01-08 00:00:00,,,300000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_dec2087a9576
wk_dee09e57f8ed,,RS,Tamil Nadu,Tamil Nadu,Tirunelveli,TIRUNELVELI(DISTRICT COLLECTOR TIRUNELVELI_IDA),TIRUNELVELI,Shri I.S. Inbadurai (2025-31) (2025-2031),I S INBADURAI,RS_I S INBADURAI,,Elected MP,Street lights,Normal/Others,Normal/Others,,Providing 12 Meter High-mast Light pole with 150W Solar light arrangements before Kallikulam Mechal Adhithoothar Church - Zerman House Northside in Kallikulam Panchayt in Radhapuram Panchayat Union. (6 Nos),Providing 12 Meter High-mast Light pole with 150W Solar light arrangements before Kallikulam Mechal Adhithoothar Church - Zerman House Northside in Kallikulam Panchayt in Radhapuram Panchayat Union. (6 Nos),2025-12-23 00:00:00,,,750000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_dee09e57f8ed
wk_dee8f98e75b7,,LS,West Bengal,West Bengal,North 24 Parganas,North 24 Parganas(DISTRICT MAGISTRATE NORTH TWENTY FOUR PARGANAS_IDA),NORTH 24 PARGANAS,SK NURUL ISLAM,SK NURUL ISLAM,LS_SK NURUL ISLAM,BASIRHAT,,Construction of common work sheds/ common covered sitting area,Normal/Others,Normal/Others,,Construction of Hat Shed at Baburhat Cow Bazar under Kumarjol G.P & Minakhan Panchayat Samity (Sl.No. 51),Construction of Hat Shed at Baburhat Cow Bazar under Kumarjol G.P & Minakhan Panchayat Samity (Sl.No. 51),2024-09-05 00:00:00,,,1500000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_dee8f98e75b7
wk_df0cd605d1cc,,RS,Odisha,Odisha,Kendrapada,Kendrapada(DISTRICT COLLECTOR KENDRAPARA_IDA),KENDRAPADA,Smt. Sulata Deo (2022-28) (2022-2028),SULATA DEO,RS_SULATA DEO,,Elected MP,Construction of buildings for community cultural activities,Normal/Others,Normal/Others,,Construction of Market complex,Construction of Market complex,2025-12-12 00:00:00,,,1000000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_df0cd605d1cc
wk_df1afed4104f,,RS,Tamil Nadu,Tamil Nadu,Cuddalore,CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA),CUDDALORE,Shri S. Kalyanasundaram (2022-28) (2022-2028),S KALYANASUNDARAM,RS_S KALYANASUNDARAM,,Elected MP,Construction of boundary walls of existing public and community buildings,Normal/Others,Normal/Others,,"Construction of a Public Distribution System Shop in Tholar Panchayat, Nallur Panchayat Union, Cuddalore District","Construction of a Public Distribution System Shop in Tholar Panchayat, Nallur Panchayat Union, Cuddalore District",2025-02-26 00:00:00,,,300000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_df1afed4104f
wk_df6f494bfae2,,RS,Maharashtra,Maharashtra,Pune,PUNE(DISTRICT COLLECTOR PUNE_IDA),PUNE,Dr. Medha Vishram Kulkarni (2024-30) (2024-2030),MEDHA VISHRAM KULKARNI,RS_MEDHA VISHRAM KULKARNI,,Elected MP,Construction of community centers and community halls,Normal/Others,Normal/Others,,"Construction of protective wall and community temple in the area of Morwadi, Taluka Bhor, Dist. Pune","Construction of protective wall and community temple in the area of Morwadi, Taluka Bhor, Dist. Pune",2025-09-15 00:00:00,,,1000000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_df6f494bfae2
wk_df9c2227cf7a,,RS,Karnataka,Karnataka,Bagalkote,BAGALKOTE(DEPUTY COMMISSIONER BAGALKOT_IDA),BAGALKOTE,Shri Narayanasa K. Bhandage (2024-30) (2024-2030),NARAYANASA K BHANDAGE,RS_NARAYANASA K BHANDAGE,,Elected MP,"Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,Normal/Others,,Construction of C.C. Road from Babu Desayi house to main road in Mallapur village.,Construction of C.C. Road from Babu Desayi house to main road in Mallapur village.,2025-11-20 00:00:00,,,500000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_df9c2227cf7a
wk_dfb848353858,,RS,Maharashtra,Maharashtra,Amravati,AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA),AMRAVATI,Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028),ANIL SUKHDEORAO BONDE,RS_ANIL SUKHDEORAO BONDE,,Elected MP,Construction of boundary walls of existing public and community buildings,Normal/Others,Normal/Others,,Construction of boundary wall to Amrutvan At PALA MORSHI,Construction of boundary wall to Amrutvan At PALA MORSHI,2025-08-29 00:00:00,,,1000000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_dfb848353858
wk_e0162f206887,,RS,Madhya Pradesh,Madhya Pradesh,Ujjain,UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA),UJJAIN,Shri Balyogi Umeshnath (2024-30) (2024-2030),BALYOGI UMESHNATH,RS_BALYOGI UMESHNATH,,Elected MP,Construction of community centers and community halls,Trust and Society,Trust and Society,,Ujjain agrawal vikas samiti ujjain me alaknanda shoping complex ke samne samudayik bhawan nirman,Ujjain agrawal vikas samiti ujjain me alaknanda shoping complex ke samne samudayik bhawan nirman,2025-07-18 00:00:00,,,800000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_e0162f206887
wk_e02114ddb5bd,,RS,Maharashtra,Maharashtra,Amravati,AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA),AMRAVATI,Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028),ANIL SUKHDEORAO BONDE,RS_ANIL SUKHDEORAO BONDE,,Elected MP,Construction of rooms and halls in school and colleges,Normal/Others,Normal/Others,,"construction of rooms at Gramvikas Secondary and Higher Secondary School Ambada, Morshi","construction of rooms at Gramvikas Secondary and Higher Secondary School Ambada, Morshi",2025-11-03 00:00:00,,,1000000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_e02114ddb5bd
wk_e02248b068f5,,RS,Maharashtra,Maharashtra,Pune,PUNE(DISTRICT COLLECTOR PUNE_IDA),PUNE,Dr. Medha Vishram Kulkarni (2024-30) (2024-2030),MEDHA VISHRAM KULKARNI,RS_MEDHA VISHRAM KULKARNI,,Elected MP,Development of public parks,Repair and Renovation,Repair and Renovation,,Repairing childrens toys near Pashan Lake in ward no 9,Repairing childrens toys near Pashan Lake in ward no 9,2025-05-23 00:00:00,,,1000000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_e02248b068f5
