work_key,work_id,house,state,state_key,district_name,ida_raw,ida_key,mp_name_raw,mp_name_clean,mp_key,constituency,elected_nominated,work_raw,work_category_raw,category_raw,category_nlp,work_description_raw,work_description_clean,recommended_date,sanction_date,completion_date,recommended_amount,sanction_amount,amount_disbursed,work_status,image_raw,source_stage,quarantine_reason,work_key_mode,work_key_source
wk_9a30644568b4,,RS,Tamil Nadu,Tamil Nadu,Sivaganga,SIVAGANGA(DISTRICT COLLECTOR SIVAGANGA_IDA),SIVAGANGA,Shri P. Chidambaram (2022-28) (2022-2028),P CHIDAMBARAM,RS_P CHIDAMBARAM,,Elected MP,Purchase of books and periodicals for libraries/digitization of library books,Normal/Others,Normal/Others,,Purchase of Book at Mahatma Gandhi Library in Sivagangai District (40 Government Higher Secondary School) (40 x 10000),Purchase of Book at Mahatma Gandhi Library in Sivagangai District (40 Government Higher Secondary School) (40 x 10000),2025-12-24 00:00:00,,,400000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_9a30644568b4
wk_9a3f1bf25bdc,,LS,Maharashtra,Maharashtra,Chandrapur,CHANDRAPUR(DISTRICT COLLECTOR CHANDRAPUR_IDA),CHANDRAPUR,DHANORKAR PRATIBHA SURESH ALIAS BALUBHAU,DHANORKAR PRATIBHA SURESH ALIAS BALUBHAU,LS_DHANORKAR PRATIBHA SURESH ALIAS BALUBHAU,CHANDRAPUR,,Construction of community centers and community halls,Normal/Others,Normal/Others,,??.??.??. ???????? ????? ????? ???? ???????? ?????? ???????? ?????? ?????? ????? ??????? ???????? ???????? ????.,??.??.??. ???????? ????? ????? ???? ???????? ?????? ???????? ?????? ?????? ????? ??????? ???????? ???????? ????.,2024-10-15 00:00:00,,,1000000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_9a3f1bf25bdc
wk_9a50131ef244,,RS,Karnataka,Karnataka,Bagalkote,BAGALKOTE(DEPUTY COMMISSIONER BAGALKOT_IDA),BAGALKOTE,Shri Narayanasa K. Bhandage (2024-30) (2024-2030),NARAYANASA K BHANDAGE,RS_NARAYANASA K BHANDAGE,,Elected MP,Construction of rooms and halls in school and colleges,Repair and Renovation,Repair and Renovation,,"Repair and renovation work of government school building in Navanagar, Bagalkote.","Repair and renovation work of government school building in Navanagar, Bagalkote.",2025-05-19 00:00:00,,,475000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_9a50131ef244
wk_9a5a8b9d1072,,RS,Madhya Pradesh,Madhya Pradesh,Vidisha,VIDISHA(District Collector Vidisha_IDA),VIDISHA,Dr. L. Murugan (2024-30) (2024-2030),L MURUGAN,RS_L MURUGAN,,Elected MP,Construction of buildings for community cultural activities,Normal/Others,Normal/Others,,construction on manglik bhawan near hanuman mandir,construction on manglik bhawan near hanuman mandir,2025-07-16 00:00:00,,,1000000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_9a5a8b9d1072
wk_9a6820c9392e,,RS,West Bengal,West Bengal,Purba Medinipur,Purba Medinipur(DISTRICT MAGISTRATE PURBA MEDINIPUR_IDA),PURBA MEDINIPUR,Shri Samik Bhattacharya (2024-30) (2024-2030),SAMIK BHATTACHARYA,RS_SAMIK BHATTACHARYA,,Elected MP,"Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,Normal/Others,,"Construction of Concrete Road with Road Protection Wall from Dilip Chakraborti house to Susanta Chakraborti house at Bansda Paschim Under Santipur 2 Gram Panchayat, Under Sahid Matangi Panchayat Samiti.","Construction of Concrete Road with Road Protection Wall from Dilip Chakraborti house to Susanta Chakraborti house at Bansda Paschim Under Santipur 2 Gram Panchayat, Under Sahid Matangi Panchayat Samiti.",2025-08-27 00:00:00,,,589606.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_9a6820c9392e
wk_9a8ba5e29a1d,,RS,Maharashtra,Maharashtra,Bhandara,BHANDARA(DISTRICT COLLECTOR BHANDARA_IDA),BHANDARA,Shri Praful Patel (2024-30) (2024-2030),PRAFUL PATEL,RS_PRAFUL PATEL,,Elected MP,Construction of community centers and community halls,Normal/Others,Normal/Others,,PURANI GRAMPANCHAYAT SABHGRAH KI JAGAH PAR SABHAGRAH NIRMAN,PURANI GRAMPANCHAYAT SABHGRAH KI JAGAH PAR SABHAGRAH NIRMAN,2025-09-19 00:00:00,,,1000000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_9a8ba5e29a1d
wk_9aa6db3b6997,,LS,Karnataka,Karnataka,Belagavi,BELAGAVI(DEPUTY COMMISSIONER BELGAUM_IDA),BELAGAVI,PRIYANKA SATISH JARKIHOLI,PRIYANKA SATISH JARKIHOLI,LS_PRIYANKA SATISH JARKIHOLI,CHIKKODI,,Construction of bus-sheds or bus-stops,Normal/Others,Normal/Others,,Construction of Bus Shelter,Construction of Bus Shelter,2024-10-28 00:00:00,,,500000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_9aa6db3b6997
wk_9b48dfafd43d,,RS,Bihar,Bihar,Vaishali,VAISHALI(DISTRICT PLANNING OFFICER VAISHALI_IDA),VAISHALI,Shri Sanjay Yadav (2024-30) (2024-2030),SANJAY YADAV,RS_SANJAY YADAV,,Elected MP,Construction of community centers and community halls,Normal/Others,Normal/Others,,"Construction of a community building on the available land in Sahdullahpur Panchayat under Bidupur block, including one borewell with hand pump, one toilet, two urinals, one room (12 x 10), and one large hall.","Construction of a community building on the available land in Sahdullahpur Panchayat under Bidupur block, including one borewell with hand pump, one toilet, two urinals, one room (12 x 10), and one large hall.",2025-09-27 00:00:00,,,1499000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_9b48dfafd43d
wk_9b48f90ff313,,RS,Odisha,Odisha,Kataka,Kataka(DISTRICT COLLECTOR CUTTACK_IDA),KATAKA,Shri Manas Ranjan Mangaraj (2022-28) (2022-2028),MANAS RANJAN MANGARAJ,RS_MANAS RANJAN MANGARAJ,,Elected MP,Construction of community centers and community halls,Normal/Others,Normal/Others,,"Construction of Azad Club at Ward No. 1, Choudwar Municipality, District- Cuttack","Construction of Azad Club at Ward No. 1, Choudwar Municipality, District- Cuttack",2025-06-07 00:00:00,,,100000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_9b48f90ff313
wk_9b998472778c,,LS,Uttar Pradesh,Uttar Pradesh,Muzaffarnagar,MUZAFFARNAGAR(DISTRICT MAGISTRATE MUZAFFARNAGAR_IDA),MUZAFFARNAGAR,HARENDRA SINGH MALIK,HARENDRA SINGH MALIK,LS_HARENDRA SINGH MALIK,MUZAFFARNAGAR,,"Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,Normal/Others,,interlocking 100 mtr lenth with 5 mtr wide from jikariya house to mehfuj village sujdu,interlocking 100 mtr lenth with 5 mtr wide from jikariya house to mehfuj village sujdu,2024-12-12 00:00:00,,,600000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_9b998472778c
wk_9bb2c65d14e4,,RS,Tamil Nadu,Tamil Nadu,Cuddalore,CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA),CUDDALORE,Shri R. Girirajan (2022-28) (2022-2028),R GIRIRAJAN,RS_R GIRIRAJAN,,Elected MP,Lighting of public spaces,Normal/Others,Normal/Others,,Providing Highmast light @ Near Sivan Koil Keezhkalpoondi Panchayat in Cuddlore,Providing Highmast light @ Near Sivan Koil Keezhkalpoondi Panchayat in Cuddlore,2023-12-27 00:00:00,,,450000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_9bb2c65d14e4
wk_9bc0525084f0,,RS,Telangana,Telangana,Rajanna Sircilla,RAJANNA SIRCILLA(DISTRICT COLLECTOR RAJANNA SIRCILLA_IDA),RAJANNA SIRCILLA,Shri Damodar Rao Divakonda (2022-28) (2022-2028),DAMODAR RAO DIVAKONDA,RS_DAMODAR RAO DIVAKONDA,,Elected MP,"Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,Normal/Others,,C/o CC Drain from NeelamSanthosh (H) to Backside of House bearing No. 3-8-71 and C/o CC Road from NeelamSanthosh (H) to backside of house bearing No.3-8-71 in Ward No.14 Sircilla Town,C/o CC Drain from NeelamSanthosh (H) to Backside of House bearing No. 3-8-71 and C/o CC Road from NeelamSanthosh (H) to backside of house bearing No.3-8-71 in Ward No.14 Sircilla Town,2024-10-23 00:00:00,,,500000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_9bc0525084f0
wk_9c94fbe21d53,,RS,Assam,Assam,Barpeta,BARPETA(DEPUTY COMMISSIONER BARPETA 1),BARPETA,Shri Kanad Purkayastha (2025-31) (2025-2031),KANAD PURKAYASTHA,RS_KANAD PURKAYASTHA,,Elected MP,"Purchase of ambulances (Four, three and two wheelers)",Normal/Others,Normal/Others,,"Purchase of Ambulance for Moutupuri Chatana Rural Dev. Society, Howly.","Purchase of Ambulance for Moutupuri Chatana Rural Dev. Society, Howly.",2025-11-20 00:00:00,,,1200000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_9c94fbe21d53
wk_9d16386f6a47,,RS,Assam,Assam,Sivasagar,SIVASAGAR(Deputy Commissioner Sivsagar_IDA),SIVASAGAR,Shri Pabitra Margherita (2022-28) (2022-2028),PABITRA MARGHERITA,RS_PABITRA MARGHERITA,,Elected MP,Construction of community centers and community halls,Normal/Others,Normal/Others,,"CONSTRUCTION OF BORMISING RANGA MANCHA, SANTAK BORMICHING","CONSTRUCTION OF BORMISING RANGA MANCHA, SANTAK BORMICHING",2025-03-17 00:00:00,,,1000000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_9d16386f6a47
wk_9d26a4811389,,RS,Rajasthan,Rajasthan,Pratapgarh,PRATAPGARH(DISTRICT COLLECTOR PRATAPGARH_IDA),PRATAPGARH,Shri Madan Rathore (2024-30) (2024-2030),MADAN RATHORE,RS_MADAN RATHORE,,Elected MP,Construction of common work sheds/ common covered sitting area,Normal/Others,Normal/Others,,Kitchen shed construction work in the community building of in Pratapgarh ward no. 29,Kitchen shed construction work in the community building of in Pratapgarh ward no. 29,2025-08-21 00:00:00,,,1500000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_9d26a4811389
wk_9d5b6293c660,,RS,Karnataka,Karnataka,Shivamogga,SHIVAMOGGA(DEPUTY COMMISSIONER SHIMOGA_IDA),SHIVAMOGGA,Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028),DHARMASTHALA VEERENDRA HEGGADE,RS_DHARMASTHALA VEERENDRA HEGGADE,,Nominated MP,Construction of shelters for animals,Normal/Others,Normal/Others,,Construction of shelters for animal,Construction of shelters for animal,2025-02-04 00:00:00,,,1500000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_9d5b6293c660
wk_9d6c36365af1,,RS,Uttarakhand,Uttarakhand,Chamoli,CHAMOLI(DM Chamoli_IDA),CHAMOLI,Shri Mahendra Bhatt (2024-30) (2024-2030),MAHENDRA BHATT,RS_MAHENDRA BHATT,,Elected MP,Setting up crops conservation facilities,Normal/Others,Normal/Others,,Joshimath ke Gram Karachhon me Aalu Vipdan kentra ka nirman. K.S.- Gram Panchayat Karachhon,Joshimath ke Gram Karachhon me Aalu Vipdan kentra ka nirman. K.S.- Gram Panchayat Karachhon,2025-12-12 00:00:00,,,500000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_9d6c36365af1
wk_9da7373829ec,,RS,Telangana,Telangana,Mahabubabad,MAHABUBABAD(DISTRICT COLLECTOR MAHABUBABAD_IDA),MAHABUBABAD,Shri Ravi Chandra Vaddiraju (2024-30) (2024-2030),RAVI CHANDRA VADDIRAJU,RS_RAVI CHANDRA VADDIRAJU,,Elected MP,Construction of community centers and community halls,Normal/Others,Normal/Others,,Construction of Community Hall at Ward No.4 in Inugurthy,Construction of Community Hall at Ward No.4 in Inugurthy,2025-05-25 00:00:00,,,499000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_9da7373829ec
wk_9dd083f9f2eb,,RS,Kerala,Kerala,Kannur,KANNUR(DISTRICT COLLECTOR KANNUR_IDA),KANNUR,Dr. John Brittas (2021-27) (2021-2027),JOHN BRITTAS,RS_JOHN BRITTAS,,Elected MP,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,Normal/Others,Normal/Others,,"Renovation of cremation ground at Vengara Kuthirummal SC Colony, Ward No. III, Madayi Grama Panchayat, Madayi Village, Payyanur Taluk, Kannur District (SC)","Renovation of cremation ground at Vengara Kuthirummal SC Colony, Ward No. III, Madayi Grama Panchayat, Madayi Village, Payyanur Taluk, Kannur District (SC)",2025-04-25 00:00:00,,,2000000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_9dd083f9f2eb
wk_9de0a5946221,,RS,Maharashtra,Maharashtra,Ahilyanagar,Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA),AHILYANAGAR,Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028),ANIL SUKHDEORAO BONDE,RS_ANIL SUKHDEORAO BONDE,,Elected MP,Purchase of immovable sports equipment,Trust and Society,Trust and Society,,"Purchase of immovable sports equipment at jagdamba Shikshan Prasarak Mandal Kuldharan, Karjat Ahmednagar.","Purchase of immovable sports equipment at jagdamba Shikshan Prasarak Mandal Kuldharan, Karjat Ahmednagar.",2025-12-15 00:00:00,,,300000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_9de0a5946221
wk_9de5bab15fcf,,RS,Maharashtra,Maharashtra,Sindhudurg,SINDHUDURG(DISTRICT COLLECTOR SINDHUDURG_IDA),SINDHUDURG,Shri Sanjay Raut (2022-28) (2022-2028),SANJAY RAUT,RS_SANJAY RAUT,,Elected MP,"Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,Normal/Others,,District Sindhudurg Taluka Sawantwadi Mu.Insuli District Parishad Primary School No.1,District Sindhudurg Taluka Sawantwadi Mu.Insuli District Parishad Primary School No.1,2025-01-03 00:00:00,,,200000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_9de5bab15fcf
wk_9e12a02b77a4,,LS,Kerala,Kerala,Kannur,KANNUR(DISTRICT COLLECTOR KANNUR_IDA),KANNUR,Shri Kumbakudi Sudhakaran,KUMBAKUDI SUDHAKARAN,LS_KUMBAKUDI SUDHAKARAN,KANNUR,,Street lights,Normal/Others,Normal/Others,,Installation of High Mast Light at PACHANI TOWN ((08 Meter High Mast With 5x150 Watts -LED Flood LIGHT) IN Alakode Grama Panchayath.,Installation of High Mast Light at PACHANI TOWN ((08 Meter High Mast With 5x150 Watts -LED Flood LIGHT) IN Alakode Grama Panchayath.,2024-09-22 00:00:00,,,300000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_9e12a02b77a4
wk_9e1421ea3a6e,,RS,Uttar Pradesh,Uttar Pradesh,Lucknow,LUCKNOW(DISTRICT MAGISTRAE LUCKNOW_IDA),LUCKNOW,Dr. Dinesh Sharma (2023-26) (2023-2026),DINESH SHARMA,RS_DINESH SHARMA,,Elected MP,"Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers",Repair and Renovation,Repair and Renovation,,Construction of two operation theaters at Gajendra Dutt Naithani Memorial Deenbandhu Netralaya Gajendra Dutt Naithani Deenbandhu Netralaya Trust near Purvanchal Expressway Sultanpur Road Lucknow,Construction of two operation theaters at Gajendra Dutt Naithani Memorial Deenbandhu Netralaya Gajendra Dutt Naithani Deenbandhu Netralaya Trust near Purvanchal Expressway Sultanpur Road Lucknow,2026-01-10 00:00:00,,,5000000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_9e1421ea3a6e
wk_9edbd4deab94,,RS,Kerala,Kerala,Kozhikode,KOZHIKODE(DISTRICT COLLECTOR KOZHIKODE_IDA),KOZHIKODE,Smt. P. T. Usha (2022-28) (2022-2028),P T USHA,RS_P T USHA,,Nominated MP,"Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,Normal/Others,,Construction AEO Office Kodimukku Pathway in Ward No. 17 (Concreting),Construction AEO Office Kodimukku Pathway in Ward No. 17 (Concreting),2025-09-20 00:00:00,,,1000000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_9edbd4deab94
wk_9ef694cc0ba4,,LS,Maharashtra,Maharashtra,Mumbai,MUMBAI(DISTRICT COLLECTOR MUMBAI CITY_IDA),MUMBAI,Arvind Ganpat Sawant,ARVIND GANPAT SAWANT,LS_ARVIND GANPAT SAWANT,MUMBAI SOUTH,,Construction of community centers and community halls,Normal/Others,Normal/Others,,byculla sarvajanik utsav mandal n.m joshi marg byculla community hall,byculla sarvajanik utsav mandal n.m joshi marg byculla community hall,2024-10-08 00:00:00,,,2000000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_9ef694cc0ba4
wk_9f0b5f76ba52,,RS,Kerala,Kerala,Malappuram,MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA),MALAPPURAM,Shri Abdul Wahab (2021-27) (2021-2027),ABDUL WAHAB,RS_ABDUL WAHAB,,Elected MP,Installing tube-wells and borewells,Normal/Others,Normal/Others,,"Construction of Well and installation of pumping motor for drinking water at Jawahar Nagar, Ward No.06, Nilambur Municipality","Construction of Well and installation of pumping motor for drinking water at Jawahar Nagar, Ward No.06, Nilambur Municipality",2025-03-16 00:00:00,,,500000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_9f0b5f76ba52
wk_9f59b283e83f,,RS,Uttar Pradesh,Uttar Pradesh,Lucknow,LUCKNOW(DISTRICT MAGISTRAE LUCKNOW_IDA),LUCKNOW,Dr. Dinesh Sharma (2023-26) (2023-2026),DINESH SHARMA,RS_DINESH SHARMA,,Elected MP,"Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,Normal/Others,,"Under Faizullaganj Ward 1, construction work of 100 meter road from Dr. Ravish Kumar Singhs residence 29 Sai City, near IIM Road, Mahi Enterprises to Anjani Guptas house.","Under Faizullaganj Ward 1, construction work of 100 meter road from Dr. Ravish Kumar Singhs residence 29 Sai City, near IIM Road, Mahi Enterprises to Anjani Guptas house.",2025-10-26 00:00:00,,,900000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_9f59b283e83f
wk_9f6559ec6952,,RS,Kerala,Kerala,Kannur,KANNUR(DISTRICT COLLECTOR KANNUR_IDA),KANNUR,Shri Jose K. Mani (2024-30) (2024-2030),JOSE K MANI,RS_JOSE K MANI,,Elected MP,Lighting of public spaces,Normal/Others,Normal/Others,,Installation of Mini Mast Light at Infant Jeesus Church Jn. Cheekad,Installation of Mini Mast Light at Infant Jeesus Church Jn. Cheekad,2025-05-21 00:00:00,,,200000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_9f6559ec6952
wk_9fad74b4f418,,LS,Kerala,Kerala,Pathanamthitta,PATHANAMTHITTA(DISTRICT COLLECTOR PATHANAMTHITTA_IDA),PATHANAMTHITTA,Anto Antony,ANTO ANTONY,LS_ANTO ANTONY,PATHANAMTHITTA,,Lighting of public spaces,Normal/Others,Normal/Others,,Providing 8 Meter LED Mini Mast Light at Moonnukallu IPC Pady (Allumkal) in Seethathodu Grama Panchayat.,Providing 8 Meter LED Mini Mast Light at Moonnukallu IPC Pady (Allumkal) in Seethathodu Grama Panchayat.,2024-09-24 00:00:00,,,250000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_9fad74b4f418
wk_9fae2a9f9d2c,,RS,Kerala,Kerala,Kottayam,KOTTAYAM(DISTRICT COLLECTOR KOTTAYAM_IDA),KOTTAYAM,Shri Haris Beeran (2024-30) (2024-2030),HARIS BEERAN,RS_HARIS BEERAN,,Elected MP,Providing supply pipelines for drinking water,Normal/Others,Normal/Others,,Work of Laying Water Supply Pipes under the Jalanidhi Drinking Water Project,Work of Laying Water Supply Pipes under the Jalanidhi Drinking Water Project,2025-10-28 00:00:00,,,1000000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_9fae2a9f9d2c
wk_9fe209dd00d2,,RS,Assam,Assam,Chirang,CHIRANG(Deputy Commissioner Chirang_IDA),CHIRANG,Shri Rwngwra Narzary (2022-28) (2022-2028),RWNGWRA NARZARY,RS_RWNGWRA NARZARY,,Elected MP,Construction of community centers and community halls,Normal/Others,Normal/Others,,construction of Community Hall at Kagrabari village under Rowmari VCDC.,construction of Community Hall at Kagrabari village under Rowmari VCDC.,2025-07-12 00:00:00,,,1400000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_9fe209dd00d2
wk_9ffc399c06b9,,RS,Andhra Pradesh,Andhra Pradesh,Yadadri Bhuvanagiri,YADADRI BHUVANAGIRI(DISTRICT COLLECTOR YADADRI BHUVANAGIRI_IDA),YADADRI BHUVANAGIRI,Shri V. Vijayendra Prasad (2022-28) (2022-2028),V VIJAYENDRA PRASAD,RS_V VIJAYENDRA PRASAD,,Nominated MP,Construction of community centers and community halls,Normal/Others,Normal/Others,,Construction of BC Community hall at Yellanki village,Construction of BC Community hall at Yellanki village,2026-01-19 00:00:00,,,1000000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_9ffc399c06b9
wk_a03d1371a8af,,LS,Kerala,Kerala,Kottayam,KOTTAYAM(DISTRICT COLLECTOR KOTTAYAM_IDA),KOTTAYAM,Shri Suresh Kodikunnil,SURESH KODIKUNNIL,LS_SURESH KODIKUNNIL,MAVELIKKARA(SC),,"Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,Normal/Others,,Construction of road from Kallacherimuttil to Bhagavathikalam (Pavathikkalam) in Kurichy GP,Construction of road from Kallacherimuttil to Bhagavathikalam (Pavathikkalam) in Kurichy GP,2024-11-07 00:00:00,,,2500000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_a03d1371a8af
wk_a0439bdf1797,,LS,Kerala,Kerala,Pathanamthitta,PATHANAMTHITTA(DISTRICT COLLECTOR PATHANAMTHITTA_IDA),PATHANAMTHITTA,Anto Antony,ANTO ANTONY,LS_ANTO ANTONY,PATHANAMTHITTA,,Lighting of public spaces,Normal/Others,Normal/Others,,Providing 10 Meter LED High Mast Light at Marthoma Youth Center Junction in Adoor Municipality.,Providing 10 Meter LED High Mast Light at Marthoma Youth Center Junction in Adoor Municipality.,2024-11-18 00:00:00,,,400000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_a0439bdf1797
wk_a04def656aa2,,RS,Uttarakhand,Uttarakhand,Chamoli,CHAMOLI(DM Chamoli_IDA),CHAMOLI,Shri Mahendra Bhatt (2024-30) (2024-2030),MAHENDRA BHATT,RS_MAHENDRA BHATT,,Elected MP,"Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,Normal/Others,,"Dist Chamoli me vikash khand Pokhari ke Gram Jhiloti ke Mukhya Marg par Reling and Anya Karya , K.S.- Sichai Khand Kothiyalsen Chamoli","Dist Chamoli me vikash khand Pokhari ke Gram Jhiloti ke Mukhya Marg par Reling and Anya Karya , K.S.- Sichai Khand Kothiyalsen Chamoli",2025-12-20 00:00:00,,,500000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_a04def656aa2
wk_a078788634db,,RS,Madhya Pradesh,Madhya Pradesh,Mandla,MANDLA(DISTRICT COLLECTOR MANDLA_IDA),MANDLA,Shri Vivek K. Tankha (2022-28) (2022-2028),VIVEK K TANKHA,RS_VIVEK K TANKHA,,Elected MP,Purchase of hospital equipment,Normal/Others,Normal/Others,,"One Lift for Rogi Kalya Samiti, District Hospital Mandla. As per letter no. 4220. District Mandla","One Lift for Rogi Kalya Samiti, District Hospital Mandla. As per letter no. 4220. District Mandla",2026-01-18 00:00:00,,,1000000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_a078788634db
wk_a07b0f1cdc3a,,RS,Kerala,Kerala,Kannur,KANNUR(DISTRICT COLLECTOR KANNUR_IDA),KANNUR,Shri C. Sadanandan Master (2025-31) (2025-2031),C SADANANDAN MASTER,RS_C SADANANDAN MASTER,,Nominated MP,Lighting of public spaces,Normal/Others,Normal/Others,,Installation of one High Mast light and,Installation of one High Mast light and,2025-11-01 00:00:00,,,500000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_a07b0f1cdc3a
wk_a0892dccb3e4,,RS,Karnataka,Karnataka,Tumakuru,TUMAKURU(DEPUTY COMMISSIONER TUMKUR_IDA),TUMAKURU,Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028),DHARMASTHALA VEERENDRA HEGGADE,RS_DHARMASTHALA VEERENDRA HEGGADE,,Nominated MP,"Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,Normal/Others,,"To undertake the road development work from the house of S.C. community member Parvathamma in Maranayakanapalya village, Tumakuru Taluk, Tumakuru District, up to the S.C. community burial ground","To undertake the road development work from the house of S.C. community member Parvathamma in Maranayakanapalya village, Tumakuru Taluk, Tumakuru District, up to the S.C. community burial ground",2025-10-28 00:00:00,,,1000000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_a0892dccb3e4
wk_a09947f3a278,,RS,Odisha,Odisha,Rayagada,RAYAGADA(DISTRICT COLLECTOR RAYAGADA_IDA),RAYAGADA,Shri Manas Ranjan Mangaraj (2022-28) (2022-2028),MANAS RANJAN MANGARAJ,RS_MANAS RANJAN MANGARAJ,,Elected MP,Construction of additional rooms and halls in the existing public and community building,Repair and Renovation,Repair and Renovation,,"Construction of additional rooms of Netaji Social, Cultural & Social Club, Village- Bissam Cuttack, Block- Bisam Cuttack, District- Rayagada","Construction of additional rooms of Netaji Social, Cultural & Social Club, Village- Bissam Cuttack, Block- Bisam Cuttack, District- Rayagada",2024-08-09 00:00:00,,,500000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_a09947f3a278
wk_a0c2336c55fa,,RS,Himachal Pradesh,Himachal Pradesh,Kangra,KANGRA(DEPUTY COMMISSIONER KANGRA_IDA),KANGRA,Shri Harsh Mahajan (2024-30) (2024-2030),HARSH MAHAJAN,RS_HARSH MAHAJAN,,Elected MP,"Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,Normal/Others,,Construction of Pathways Pulli in village bhageen,Construction of Pathways Pulli in village bhageen,2025-04-11 00:00:00,,,150000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_a0c2336c55fa
wk_a0ce42107ffe,,RS,Rajasthan,Rajasthan,Pali,PALI(DISTRICT COLLECTOR PALI_IDA),PALI,Shri Madan Rathore (2024-30) (2024-2030),MADAN RATHORE,RS_MADAN RATHORE,,Elected MP,Construction of boundary walls of existing public and community buildings,Normal/Others,Normal/Others,,Construction of boundary wall and warehouse for the expansion of the dairy building in Sandiya village.,Construction of boundary wall and warehouse for the expansion of the dairy building in Sandiya village.,2025-12-20 00:00:00,,,600000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_a0ce42107ffe
wk_a16dc20b4ec4,,LS,Madhya Pradesh,Madhya Pradesh,Narmadapuram,NARMADAPURAM(DISTRICT COLLECTOR NARMADAPURAM_IDA),NARMADAPURAM,DARSHAN SINGH CHOUDHARY,DARSHAN SINGH CHOUDHARY,LS_DARSHAN SINGH CHOUDHARY,HOSHANGABAD,,Installation of multi-gym equipment,Normal/Others,Normal/Others,,"demand is for equipment of open gym, contact person suresh kushwaha 9826956321","demand is for equipment of open gym, contact person suresh kushwaha 9826956321",2024-12-19 00:00:00,,,50000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_a16dc20b4ec4
wk_a1b38b455134,,RS,Assam,Assam,Sivasagar,SIVASAGAR(Deputy Commissioner Sivsagar_IDA),SIVASAGAR,Shri Pabitra Margherita (2022-28) (2022-2028),PABITRA MARGHERITA,RS_PABITRA MARGHERITA,,Elected MP,Construction of community centers and community halls,Normal/Others,Normal/Others,,Construction of Sahaja Yoga Meditation Center,Construction of Sahaja Yoga Meditation Center,2026-01-27 00:00:00,,,200000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_a1b38b455134
