sr_no,state,mp_name_raw,constituency,allocated_amount,house,state_key,elected_nominated,mp_name_clean,mp_key
101,Uttar Pradesh,Shri Kapil Sibal (2022-28) (2022-2028),,196063957.11,RS,Uttar Pradesh,Elected MP,KAPIL SIBAL,RS_KAPIL SIBAL
102,Haryana,Shri Karamvir Singh Singh Boudh (2026-32) (2026-2032),,49000000.0,RS,Haryana,Elected MP,KARAMVIR SINGH SINGH BOUDH,RS_KARAMVIR SINGH SINGH BOUDH
103,Haryana,Shri Kartikeya Sharma (2022-28) (2022-2028),,196000000.0,RS,Haryana,Elected MP,KARTIKEYA SHARMA,RS_KARTIKEYA SHARMA
104,Gujarat,Shri Kesridevsinh Jhala (2023-29) (2023-2029),,171500000.0,RS,Gujarat,Elected MP,KESRIDEVSINH JHALA,RS_KESRIDEVSINH JHALA
105,Mizoram,Shri Khiangte Laltluangkima (2026-32) (2026-2032),,24500000.0,RS,Mizoram,Elected MP,KHIANGTE LALTLUANGKIMA,RS_KHIANGTE LALTLUANGKIMA
106,Bihar,Shri Khiru Mahto (2022-28) (2022-2028),,235770091.81,RS,Bihar,Elected MP,KHIRU MAHTO,RS_KHIRU MAHTO
107,Tamil Nadu,Shri L. K. Sudhish (2026-32) (2026-2032),,49356476.5,RS,Tamil Nadu,Elected MP,L K SUDHISH,RS_L K SUDHISH
108,Karnataka,Shri Lahar Singh Siroya (2022-28) (2022-2028),,206278088.11,RS,Karnataka,Elected MP,LAHAR SINGH SIROYA,RS_LAHAR SINGH SIROYA
109,Andhra Pradesh,Shri Lingamaneni Ramesh (2026-32) (2026-2032),,49000000.0,RS,Andhra Pradesh,Elected MP,LINGAMANENI RAMESH,RS_LINGAMANENI RAMESH
110,Karnataka,Shri M. Nagaraja (2026-32) (2026-2032),,49000000.0,RS,Karnataka,Elected MP,M NAGARAJA,RS_M NAGARAJA
111,Rajasthan,Shri Madan Rathore (2024-30) (2024-2030),,147000000.0,RS,Rajasthan,Elected MP,MADAN RATHORE,RS_MADAN RATHORE
112,Uttarakhand,Shri Mahendra Bhatt (2024-30) (2024-2030),,147000000.0,RS,Uttarakhand,Elected MP,MAHENDRA BHATT,RS_MAHENDRA BHATT
113,Madhya Pradesh,Shri Mahesh Kewat (2026-32) (2026-2032),,49000000.0,RS,Madhya Pradesh,Elected MP,MAHESH KEWAT,RS_MAHESH KEWAT
114,Karnataka,Shri Mallikarjun Kharge (2026-32) (2026-2032),,49063957.11,RS,Karnataka,Elected MP,MALLIKARJUN KHARGE,RS_MALLIKARJUN KHARGE
115,Bihar,Shri Manan Kumar Mishra (2024-28) (2024-2028),,235263957.11,RS,Bihar,Elected MP,MANAN KUMAR MISHRA,RS_MANAN KUMAR MISHRA
116,Odisha,Shri Manas Ranjan Mangaraj (2022-28) (2022-2028),,196063957.11,RS,Odisha,Elected MP,MANAS RANJAN MANGARAJ,RS_MANAS RANJAN MANGARAJ
117,Odisha,Shri Manmohan Samal (2026-32) (2026-2032),,49000000.0,RS,Odisha,Elected MP,MANMOHAN SAMAL,RS_MANMOHAN SAMAL
118,Karnataka,Shri Mansoor Ali Khan (2026-32) (2026-2032),,49000000.0,RS,Karnataka,Elected MP,MANSOOR ALI KHAN,RS_MANSOOR ALI KHAN
119,Andhra Pradesh,Shri Masthan Rao Yadav Beedha (2024-28) (2024-2028),,171296045.11,RS,Andhra Pradesh,Elected MP,MASTHAN RAO YADAV BEEDHA,RS_MASTHAN RAO YADAV BEEDHA
120,Gujarat,Shri Mayankkumar Nayak (2024-30) (2024-2030),,147000000.0,RS,Gujarat,Elected MP,MAYANKKUMAR NAYAK,RS_MAYANKKUMAR NAYAK
121,Andhra Pradesh,Shri Meda Raghunadha Reddy (2024-30) (2024-2030),,147000000.0,RS,Andhra Pradesh,Elected MP,MEDA RAGHUNADHA REDDY,RS_MEDA RAGHUNADHA REDDY
122,Maharashtra,Shri Milind Murli Deora (2024-30) (2024-2030),,147000000.0,RS,Maharashtra,Elected MP,MILIND MURLI DEORA,RS_MILIND MURLI DEORA
123,Uttar Pradesh,Shri Mithlesh Kumar (2022-28) (2022-2028),,196063957.11,RS,Uttar Pradesh,Elected MP,MITHLESH KUMAR,RS_MITHLESH KUMAR
124,West Bengal,Shri Mohammed Nadimul Haque (2024-30) (2024-2030),,147000000.0,RS,West Bengal,Elected MP,MOHAMMED NADIMUL HAQUE,RS_MOHAMMED NADIMUL HAQUE
125,Rajasthan,Shri Mukul Wasnik (2022-28) (2022-2028),,196063957.11,RS,Rajasthan,Elected MP,MUKUL WASNIK,RS_MUKUL WASNIK
126,West Bengal,Shri Nagendra Ray (2023-29) (2023-2029),,171500000.0,RS,West Bengal,Elected MP,NAGENDRA RAY,RS_NAGENDRA RAY
127,Delhi,Shri Narain Dass Gupta (2024-30) (2024-2030),,160837070.0,RS,Delhi,Elected MP,NARAIN DASS GUPTA,RS_NARAIN DASS GUPTA
128,Karnataka,Shri Narayanasa K. Bhandage (2024-30) (2024-2030),,147450000.0,RS,Karnataka,Elected MP,NARAYANASA K BHANDAGE,RS_NARAYANASA K BHANDAGE
129,Uttarakhand,Shri Naresh Bansal (2020-26) (2020-2026),,222043184.71,RS,Uttarakhand,Elected MP,NARESH BANSAL,RS_NARESH BANSAL
130,Uttar Pradesh,Shri Naveen Jain (2024-30) (2024-2030),,147000000.0,RS,Uttar Pradesh,Elected MP,NAVEEN JAIN,RS_NAVEEN JAIN
131,Rajasthan,Shri Neeraj Dangi (2026-32) (2026-2032),,49000000.0,RS,Rajasthan,Elected MP,NEERAJ DANGI,RS_NEERAJ DANGI
132,Uttar Pradesh,Shri Neeraj Shekhar (2020-26) (2020-2026),,236483662.11,RS,Uttar Pradesh,Elected MP,NEERAJ SHEKHAR,RS_NEERAJ SHEKHAR
133,Maharashtra,Shri Nitin Laxmanrao Jadhav Patil (2024-28) (2024-2028),,122500000.0,RS,Maharashtra,Elected MP,NITIN LAXMANRAO JADHAV PATIL,RS_NITIN LAXMANRAO JADHAV PATIL
134,Bihar,Shri Nitin Nabin (2026-32) (2026-2032),,49000000.0,RS,Bihar,Elected MP,NITIN NABIN,RS_NITIN NABIN
135,Tamil Nadu,Shri P. Chidambaram (2022-28) (2022-2028),,236312242.52,RS,Tamil Nadu,Elected MP,P CHIDAMBARAM,RS_P CHIDAMBARAM
136,Kerala,Shri P. P. Suneer (2024-30) (2024-2030),,122500000.0,RS,Kerala,Elected MP,P P SUNEER,RS_P P SUNEER
137,Tamil Nadu,Shri P. Wilson (2025-31) (2025-2031),,89248285.42,RS,Tamil Nadu,Elected MP,P WILSON,RS_P WILSON
138,Assam,Shri Pabitra Margherita (2022-28) (2022-2028),,220563957.11,RS,Assam,Elected MP,PABITRA MARGHERITA,RS_PABITRA MARGHERITA
139,Andhra Pradesh,Shri Paka Venkata Satyanarayana (2025-28) (2025-2028),,98000000.0,RS,Andhra Pradesh,Elected MP,PAKA VENKATA SATYANARAYANA,RS_PAKA VENKATA SATYANARAYANA
140,Maharashtra,Shri Parth Ajit Pawar (2026-32) (2026-2032),,49000000.0,RS,Maharashtra,Elected MP,PARTH AJIT PAWAR,RS_PARTH AJIT PAWAR
141,Karnataka,Shri Pawan Khera (2026-32) (2026-2032),,49000000.0,RS,Karnataka,Elected MP,PAWAN KHERA,RS_PAWAN KHERA
142,Jharkhand,Shri Pradip Kumar Varma (2024-30) (2024-2030),,178564551.09,RS,Jharkhand,Elected MP,PRADIP KUMAR VARMA,RS_PRADIP KUMAR VARMA
143,Maharashtra,Shri Praful Patel (2024-30) (2024-2030),,147000000.0,RS,Maharashtra,Elected MP,PRAFUL PATEL,RS_PRAFUL PATEL
144,West Bengal,Shri Prakash Chik Baraik (2026-29) (2026-2029),,49662892.0,RS,West Bengal,Elected MP,PRAKASH CHIK BARAIK,RS_PRAKASH CHIK BARAIK
145,Assam,Shri Pramod Boro (2026-32) (2026-2032),,49000000.0,RS,Assam,Elected MP,PRAMOD BORO,RS_PRAMOD BORO
146,Rajasthan,Shri Pramod Tiwari (2022-28) (2022-2028),,196063957.11,RS,Rajasthan,Elected MP,PRAMOD TIWARI,RS_PRAMOD TIWARI
147,Tamil Nadu,Shri Praveen Chakravarthy (2026-28) (2026-2028),,49356476.5,RS,Tamil Nadu,Elected MP,PRAVEEN CHAKRAVARTHY,RS_PRAVEEN CHAKRAVARTHY
148,Tamil Nadu,Shri R. Dharmar (2022-28) (2022-2028),,260812242.52,RS,Tamil Nadu,Elected MP,R DHARMAR,RS_R DHARMAR
149,Tamil Nadu,Shri R. Girirajan (2022-28) (2022-2028),,236312242.52,RS,Tamil Nadu,Elected MP,R GIRIRAJAN,RS_R GIRIRAJAN
150,Punjab,Shri Raghav Chadha (2022-28) (2022-2028),,237229207.25,RS,Punjab,Elected MP,RAGHAV CHADHA,RS_RAGHAV CHADHA
151,West Bengal,Shri Rajeev Kumar (2026-32) (2026-2032),,49000000.0,RS,West Bengal,Elected MP,RAJEEV KUMAR,RS_RAJEEV KUMAR
152,Chhattisgarh,Shri Rajeev Shukla (2022-28) (2022-2028),,271174394.23,RS,Chhattisgarh,Elected MP,RAJEEV SHUKLA,RS_RAJEEV SHUKLA
153,Gujarat,Shri Rajesh Parmanand Shukla (2026-32) (2026-2032),,49000000.0,RS,Gujarat,Elected MP,RAJESH PARMANAND SHUKLA,RS_RAJESH PARMANAND SHUKLA
154,Tripura,Shri Rajib Bhattacharjee (2024-28) (2024-2028),,122500000.0,RS,Tripura,Elected MP,RAJIB BHATTACHARJEE,RS_RAJIB BHATTACHARJEE
155,Punjab,Shri Rajinder Gupta (2025-28) (2025-2028),,49000000.0,RS,Punjab,Elected MP,RAJINDER GUPTA,RS_RAJINDER GUPTA
156,Madhya Pradesh,Shri Rajneesh Kumar Agrawal (2026-32) (2026-2032),,49000000.0,RS,Madhya Pradesh,Elected MP,RAJNEESH KUMAR AGRAWAL,RS_RAJNEESH KUMAR AGRAWAL
157,Bihar,Shri Ram Nath Thakur (2026-32) (2026-2032),,65673638.730000004,RS,Bihar,Elected MP,RAM NATH THAKUR,RS_RAM NATH THAKUR
158,Maharashtra,Shri Ramdas Bandu Athawale (2026-32) (2026-2032),,49000000.0,RS,Maharashtra,Elected MP,RAMDAS BANDU ATHAWALE,RS_RAMDAS BANDU ATHAWALE
159,Uttar Pradesh,Shri Ramji (2020-26) (2020-2026),,174518577.11,RS,Uttar Pradesh,Elected MP,RAMJI,RS_RAMJI
160,Uttar Pradesh,Shri Ramji Lal Suman (2024-30) (2024-2030),,147000000.0,RS,Uttar Pradesh,Elected MP,RAMJI LAL SUMAN,RS_RAMJI LAL SUMAN
161,Maharashtra,Shri Ramrao Sakharam Wadkute (2026-32) (2026-2032),,49000000.0,RS,Maharashtra,Elected MP,RAMRAO SAKHARAM WADKUTE,RS_RAMRAO SAKHARAM WADKUTE
162,Rajasthan,Shri Randeep Singh Surjewala (2022-28) (2022-2028),,196063957.11,RS,Rajasthan,Elected MP,RANDEEP SINGH SURJEWALA,RS_RANDEEP SINGH SURJEWALA
163,Uttar Pradesh,Shri Ratanjit Pratap Narain Singh (2024-30) (2024-2030),,147000000.0,RS,Uttar Pradesh,Elected MP,RATANJIT PRATAP NARAIN SINGH,RS_RATANJIT PRATAP NARAIN SINGH
164,Telangana,Shri Ravi Chandra Vaddiraju (2024-30) (2024-2030),,152732534.11,RS,Telangana,Elected MP,RAVI CHANDRA VADDIRAJU,RS_RAVI CHANDRA VADDIRAJU
165,Assam,Shri Rwngwra Narzary (2022-28) (2022-2028),,220563957.11,RS,Assam,Elected MP,RWNGWRA NARZARY,RS_RWNGWRA NARZARY
166,Andhra Pradesh,Shri Ryaga Krishnaiah (2024-28) (2024-2028),,170413583.79,RS,Andhra Pradesh,Elected MP,RYAGA KRISHNAIAH,RS_RYAGA KRISHNAIAH
167,Andhra Pradesh,Shri S Niranjan Reddy (2022-28) (2022-2028),,224621383.11,RS,Andhra Pradesh,Elected MP,S NIRANJAN REDDY,RS_S NIRANJAN REDDY
168,Gujarat,Shri S. Jaishankar (2023-29) (2023-2029),,171500000.0,RS,Gujarat,Elected MP,S JAISHANKAR,RS_S JAISHANKAR
169,Tamil Nadu,Shri S. Kalyanasundaram (2022-28) (2022-2028),,239763792.52,RS,Tamil Nadu,Elected MP,S KALYANASUNDARAM,RS_S KALYANASUNDARAM
170,Puducherry,Shri S. Selvaganabathy (2021-27) (2021-2027),,292881856.49,RS,Puducherry,Elected MP,S SELVAGANABATHY,RS_S SELVAGANABATHY
171,Tamil Nadu,Shri S.R. Sivalingam (2025-31) (2025-2031),,89248285.42,RS,Tamil Nadu,Elected MP,S R SIVALINGAM,RS_S R SIVALINGAM
172,Goa,Shri Sadanand Mhalu Shet Tanavade (2023-29) (2023-2029),,171500000.0,RS,Goa,Elected MP,SADANAND MHALU SHET TANAVADE,RS_SADANAND MHALU SHET TANAVADE
173,Jammu And Kashmir,Shri Sajjad Ahmad Kichloo (2025-31) (2025-2031),,73500000.0,RS,Jammu And Kashmir,Elected MP,SAJJAD AHMAD KICHLOO,RS_SAJJAD AHMAD KICHLOO
174,West Bengal,Shri Samik Bhattacharya (2024-30) (2024-2030),,147000000.0,RS,West Bengal,Elected MP,SAMIK BHATTACHARYA,RS_SAMIK BHATTACHARYA
175,West Bengal,Shri Samirul Islam (2023-29) (2023-2029),,171500000.0,RS,West Bengal,Elected MP,SAMIRUL ISLAM,RS_SAMIRUL ISLAM
176,Andhra Pradesh,Shri Sana Sathish Babu (2026-32) (2026-2032),,49063978.0,RS,Andhra Pradesh,Elected MP,SANA SATHISH BABU,RS_SANA SATHISH BABU
177,Kerala,Shri Sandosh Kumar P (2022-28) (2022-2028),,220563957.11,RS,Kerala,Elected MP,SANDOSH KUMAR P,RS_SANDOSH KUMAR P
178,Haryana,Shri Sanjay Bhatia (2026-32) (2026-2032),,49000000.0,RS,Haryana,Elected MP,SANJAY BHATIA,RS_SANJAY BHATIA
179,Bihar,Shri Sanjay Kumar Jha (2024-30) (2024-2030),,186200000.0,RS,Bihar,Elected MP,SANJAY KUMAR JHA,RS_SANJAY KUMAR JHA
180,Maharashtra,Shri Sanjay Raut (2022-28) (2022-2028),,196063957.11,RS,Maharashtra,Elected MP,SANJAY RAUT,RS_SANJAY RAUT
181,Uttar Pradesh,Shri Sanjay Seth (2024-30) (2024-2030),,147000000.0,RS,Uttar Pradesh,Elected MP,SANJAY SETH,RS_SANJAY SETH
182,Delhi,Shri Sanjay Singh (2024-30) (2024-2030),,184466426.11,RS,Delhi,Elected MP,SANJAY SINGH,RS_SANJAY SINGH
183,Bihar,Shri Sanjay Yadav (2024-30) (2024-2030),,186200000.0,RS,Bihar,Elected MP,SANJAY YADAV,RS_SANJAY YADAV
184,Punjab,Shri Sant Balbir Singh (2022-28) (2022-2028),,196359074.44000003,RS,Punjab,Elected MP,SANT BALBIR SINGH,RS_SANT BALBIR SINGH
185,Jammu And Kashmir,Shri Sat Paul Sharma (2025-31) (2025-2031),,73500000.0,RS,Jammu And Kashmir,Elected MP,SAT PAUL SHARMA,RS_SAT PAUL SHARMA
186,Bihar,Shri Satish Chandra Dubey (2022-28) (2022-2028),,235263957.11,RS,Bihar,Elected MP,SATISH CHANDRA DUBEY,RS_SATISH CHANDRA DUBEY
187,Chandigarh,Shri Satnam Singh Sandhu (2024-30) (2024-2030),,147000000.0,RS,Chandigarh,Nominated MP,SATNAM SINGH SANDHU,RS_SATNAM SINGH SANDHU
188,Bihar,Shri Shambhu Sharan Patel (2022-28) (2022-2028),,237168443.49,RS,Bihar,Elected MP,SHAMBHU SHARAN PATEL,RS_SHAMBHU SHARAN PATEL
189,Bihar,Shri Shivesh Kumar (2026-32) (2026-2032),,49000000.0,RS,Bihar,Elected MP,SHIVESH KUMAR,RS_SHIVESH KUMAR
190,Haryana,Shri Subhash Barala (2024-30) (2024-2030),,147000000.0,RS,Haryana,Elected MP,SUBHASH BARALA,RS_SUBHASH BARALA
191,Odisha,Shri Subhasish Khuntia (2024-30) (2024-2030),,147000000.0,RS,Odisha,Elected MP,SUBHASISH KHUNTIA,RS_SUBHASISH KHUNTIA
192,Odisha,Shri Sujeet Kumar (2026-32) (2026-2032),,49000000.0,RS,Odisha,Elected MP,SUJEET KUMAR,RS_SUJEET KUMAR
193,Uttar Pradesh,Shri Surendra Singh Nagar (2022-28) (2022-2028),,220563957.11,RS,Uttar Pradesh,Elected MP,SURENDRA SINGH NAGAR,RS_SURENDRA SINGH NAGAR
194,Arunachal Pradesh,Shri Tai Tagak (2026-32) (2026-2032),,49000000.0,RS,Arunachal Pradesh,Elected MP,TAI TAGAK,RS_TAI TAGAK
195,Madhya Pradesh,Shri Tarun Chugh (2026-32) (2026-2032),,49000000.0,RS,Madhya Pradesh,Elected MP,TARUN CHUGH,RS_TARUN CHUGH
196,Uttar Pradesh,Shri Tejveer Singh (2024-30) (2024-2030),,147000000.0,RS,Uttar Pradesh,Elected MP,TEJVEER SINGH,RS_TEJVEER SINGH
197,Assam,Shri Terash Gowalla (2026-32) (2026-2032),,49000000.0,RS,Assam,Elected MP,TERASH GOWALLA,RS_TERASH GOWALLA
198,Tamil Nadu,Shri Tiruchi Siva (2026-32) (2026-2032),,49356476.5,RS,Tamil Nadu,Elected MP,TIRUCHI SIVA,RS_TIRUCHI SIVA
199,Maharashtra,Shri Ujjwal Deorao Nikam (2025-31) (2025-2031),,73500000.0,RS,Maharashtra,Nominated MP,UJJWAL DEORAO NIKAM,RS_UJJWAL DEORAO NIKAM
200,Bihar,Shri Upendra Kushwaha (2026-32) (2026-2032),,49000000.0,RS,Bihar,Elected MP,UPENDRA KUSHWAHA,RS_UPENDRA KUSHWAHA
201,Andhra Pradesh,Shri V. Vijayendra Prasad (2022-28) (2022-2028),,196063957.11,RS,Andhra Pradesh,Nominated MP,V VIJAYENDRA PRASAD,RS_V VIJAYENDRA PRASAD
202,Andhra Pradesh,Shri Vijay Chintakayala (2026-32) (2026-2032),,49000000.0,RS,Andhra Pradesh,Elected MP,VIJAY CHINTAKAYALA,RS_VIJAY CHINTAKAYALA
203,Maharashtra,Shri Vinod Shridhar Tawde (2026-32) (2026-2032),,49000000.0,RS,Maharashtra,Elected MP,VINOD SHRIDHAR TAWDE,RS_VINOD SHRIDHAR TAWDE
204,Madhya Pradesh,Shri Vivek K. Tankha (2022-28) (2022-2028),,220563957.11,RS,Madhya Pradesh,Elected MP,VIVEK K TANKHA,RS_VIVEK K TANKHA
205,Andhra Pradesh,Shri Yerram Venkata Subba Reddy (2024-30) (2024-2030),,147000000.0,RS,Andhra Pradesh,Elected MP,YERRAM VENKATA SUBBA REDDY,RS_YERRAM VENKATA SUBBA REDDY
206,Manipur,Smt. Adhikarimayum Sharda Devi (2026-32) (2026-2032),,49000000.0,RS,Manipur,Elected MP,ADHIKARIMAYUM SHARDA DEVI,RS_ADHIKARIMAYUM SHARDA DEVI
207,Uttar Pradesh,Smt. Darshana Singh (2022-28) (2022-2028),,196994373.87,RS,Uttar Pradesh,Elected MP,DARSHANA SINGH,RS_DARSHANA SINGH
208,Uttar Pradesh,Smt. Geeta alias Chandraprabha (2020-26) (2020-2026),,196063957.11,RS,Uttar Pradesh,Elected MP,GEETA ALIAS CHANDRAPRABHA,RS_GEETA ALIAS CHANDRAPRABHA
209,Uttar Pradesh,Smt. Jaya Amitabh Bachchan (2024-30) (2024-2030),,147000000.0,RS,Uttar Pradesh,Elected MP,JAYA AMITABH BACHCHAN,RS_JAYA AMITABH BACHCHAN
210,Kerala,Smt. Jebi Mather Hisham (2022-28) (2022-2028),,220563957.11,RS,Kerala,Elected MP,JEBI MATHER HISHAM,RS_JEBI MATHER HISHAM
211,Chhattisgarh,Smt. Laxmi Verma (2026-32) (2026-2032),,49000000.0,RS,Chhattisgarh,Elected MP,LAXMI VERMA,RS_LAXMI VERMA
212,Jharkhand,Smt. Mahua Maji (2022-28) (2022-2028),,232524001.2,RS,Jharkhand,Elected MP,MAHUA MAJI,RS_MAHUA MAJI
213,West Bengal,Smt. Mamata Thakur (2024-30) (2024-2030),,147000000.0,RS,West Bengal,Elected MP,MAMATA THAKUR,RS_MAMATA THAKUR
214,Maharashtra,Smt. Maya Chintaman Ivnate (2026-32) (2026-2032),,49000000.0,RS,Maharashtra,Elected MP,MAYA CHINTAMAN IVNATE,RS_MAYA CHINTAMAN IVNATE
215,Madhya Pradesh,Smt. Maya Naroliya (2024-30) (2024-2030),,147000000.0,RS,Madhya Pradesh,Elected MP,MAYA NAROLIYA,RS_MAYA NAROLIYA
216,Karnataka,Smt. Nirmala Sitharaman (2022-28) (2022-2028),,215972051.45,RS,Karnataka,Elected MP,NIRMALA SITHARAMAN,RS_NIRMALA SITHARAMAN
217,Kerala,Smt. P. T. Usha (2022-28) (2022-2028),,196063957.11,RS,Kerala,Nominated MP,P T USHA,RS_P T USHA
218,Chhattisgarh,Smt. Phulo Devi Netam (2026-32) (2026-2032),,49000000.0,RS,Chhattisgarh,Elected MP,PHULO DEVI NETAM,RS_PHULO DEVI NETAM
219,Tamil Nadu,Smt. Rajathi (2025-31) (2025-2031),,89248285.42,RS,Tamil Nadu,Elected MP,RAJATHI,RS_RAJATHI
220,Chhattisgarh,Smt. Ranjeet Ranjan (2022-28) (2022-2028),,246780257.87,RS,Chhattisgarh,Elected MP,RANJEET RANJAN,RS_RANJEET RANJAN
221,Haryana,Smt. Rekha Sharma (2024-28) (2024-2028),,98000000.0,RS,Haryana,Elected MP,REKHA SHARMA,RS_REKHA SHARMA
222,Telangana,Smt. Renuka Chowdhury (2024-30) (2024-2030),,147000000.0,RS,Telangana,Elected MP,RENUKA CHOWDHURY,RS_RENUKA CHOWDHURY
223,Nagaland,Smt. S. Phangnon Konyak (2022-28) (2022-2028),,206563957.11,RS,Nagaland,Elected MP,S PHANGNON KONYAK,RS_S PHANGNON KONYAK
224,Uttar Pradesh,Smt. Sadhna Singh (2024-30) (2024-2030),,147000000.0,RS,Uttar Pradesh,Elected MP,SADHNA SINGH,RS_SADHNA SINGH
225,West Bengal,Smt. Sagarika Ghose (2024-30) (2024-2030),,147000000.0,RS,West Bengal,Elected MP,SAGARIKA GHOSE,RS_SAGARIKA GHOSE
226,Uttar Pradesh,Smt. Sangeeta Yadav (2022-28) (2022-2028),,196063957.11,RS,Uttar Pradesh,Elected MP,SANGEETA YADAV,RS_SANGEETA YADAV
227,Uttar Pradesh,Smt. Seema Dwivedi (2020-26) (2020-2026),,173830159.11,RS,Uttar Pradesh,Elected MP,SEEMA DWIVEDI,RS_SEEMA DWIVEDI
228,Rajasthan,Smt. Sonia Gandhi (2024-30) (2024-2030),,147000000.0,RS,Rajasthan,Elected MP,SONIA GANDHI,RS_SONIA GANDHI
229,Karnataka,Smt. Sudha Murty (2024-30) (2024-2030),,147000000.0,RS,Karnataka,Nominated MP,SUDHA MURTY,RS_SUDHA MURTY
230,Odisha,Smt. Sulata Deo (2022-28) (2022-2028),,196084721.4,RS,Odisha,Elected MP,SULATA DEO,RS_SULATA DEO
231,Madhya Pradesh,Smt. Sumitra Balmik (2022-28) (2022-2028),,196063957.11,RS,Madhya Pradesh,Elected MP,SUMITRA BALMIK,RS_SUMITRA BALMIK
