sr_no,state,mp_name_raw,constituency,allocated_amount,house,state_key,elected_nominated,mp_name_clean,mp_key
167,Kerala,E.T. MOHAMMED BASHEER,MALAPPURAM,163895872.11,LS,Kerala,,E T MOHAMMED BASHEER,LS_E T MOHAMMED BASHEER
168,Telangana,EATALA RAJENDER,MALKAJGIRI,327477390.86,LS,Telangana,,EATALA RAJENDER,LS_EATALA RAJENDER
169,Tamil Nadu,ESWARASAMY K,POLLACHI,162315106.11,LS,Tamil Nadu,,ESWARASAMY K,LS_ESWARASAMY K
170,Madhya Pradesh,Faggan Singh Kulaste,MANDLA(ST),151861648.41,LS,Madhya Pradesh,,FAGGAN SINGH KULASTE,LS_FAGGAN SINGH KULASTE
171,Karnataka,G. KUMAR NAIK,RAICHUR(ST),147000000.0,LS,Karnataka,,G KUMAR NAIK,LS_G KUMAR NAIK
172,Maharashtra,GAIKWAD VARSHA EKNATH,MUMBAI NORTH-CENTRAL,147000000.0,LS,Maharashtra,,GAIKWAD VARSHA EKNATH,LS_GAIKWAD VARSHA EKNATH
173,Madhya Pradesh,Gajendra Singh Patel,KHARGONE(ST),147000000.0,LS,Madhya Pradesh,,GAJENDRA SINGH PATEL,LS_GAJENDRA SINGH PATEL
174,Rajasthan,Gajendra Singh Shekhawat,JODHPUR,147000000.0,LS,Rajasthan,,GAJENDRA SINGH SHEKHAWAT,LS_GAJENDRA SINGH SHEKHAWAT
175,Tamil Nadu,GANAPATHY RAJKUMAR P,COIMBATORE,147370490.11,LS,Tamil Nadu,,GANAPATHY RAJKUMAR P,LS_GANAPATHY RAJKUMAR P
176,Tamil Nadu,Ganesan Selvam,KANCHEEPURAM(SC),186508749.11,LS,Tamil Nadu,,GANESAN SELVAM,LS_GANESAN SELVAM
177,Madhya Pradesh,Ganesh Singh,SATNA,147000000.0,LS,Madhya Pradesh,,GANESH SINGH,LS_GANESH SINGH
178,Assam,GAURAV GOGOI,JORHAT,147000000.0,LS,Assam,,GAURAV GOGOI,LS_GAURAV GOGOI
179,Gujarat,GENIBEN NAGAJI THAKOR,BANASKANTHA,147000000.0,LS,Gujarat,,GENIBEN NAGAJI THAKOR,LS_GENIBEN NAGAJI THAKOR
180,Bihar,Giridhari Yadav,BANKA,147000000.0,LS,Bihar,,GIRIDHARI YADAV,LS_GIRIDHARI YADAV
181,Bihar,Giriraj Singh,BEGUSARAI,147000000.0,LS,Bihar,,GIRIRAJ SINGH,LS_GIRIRAJ SINGH
182,Andhra Pradesh,GM Harish Balayogi,AMALAPURAM(SC),147000000.0,LS,Andhra Pradesh,,GM HARISH BALAYOGI,LS_GM HARISH BALAYOGI
183,Telangana,GODAM NAGESH,ADILABAD(ST),147000000.0,LS,Telangana,,GODAM NAGESH,LS_GODAM NAGESH
184,Tamil Nadu,GOPINATH K,KRISHNAGIRI,147000000.0,LS,Tamil Nadu,,GOPINATH K,LS_GOPINATH K
185,Karnataka,GOVIND MAKTHAPPA KARJOL,CHITRADURGA(SC),147000000.0,LS,Karnataka,,GOVIND MAKTHAPPA KARJOL,LS_GOVIND MAKTHAPPA KARJOL
186,Andhra Pradesh,Gumma Thanuja Rani,ARAKU(ST),149458905.11,LS,Andhra Pradesh,,GUMMA THANUJA RANI,LS_GUMMA THANUJA RANI
187,Punjab,GURMEET SINGH MEET HAYER,SANGRUR,147000000.0,LS,Punjab,,GURMEET SINGH MEET HAYER,LS_GURMEET SINGH MEET HAYER
188,Madhya Pradesh,Gyaneshwar Patil,KHANDWA,155690684.77,LS,Madhya Pradesh,,GYANESHWAR PATIL,LS_GYANESHWAR PATIL
189,Karnataka,H.D. KUMARASWAMY,MANDYA,147000000.0,LS,Karnataka,,H D KUMARASWAMY,LS_H D KUMARASWAMY
190,Uttar Pradesh,HARENDRA SINGH MALIK,MUZAFFARNAGAR,147000000.0,LS,Uttar Pradesh,,HARENDRA SINGH MALIK,LS_HARENDRA SINGH MALIK
191,Gujarat,HARIBHAI PATEL,MAHESANA,147000000.0,LS,Gujarat,,HARIBHAI PATEL,LS_HARIBHAI PATEL
192,Rajasthan,HARISH CHANDRA MEENA,TONK-SAWAI MADHOPUR,147000000.0,LS,Rajasthan,,HARISH CHANDRA MEENA,LS_HARISH CHANDRA MEENA
193,Delhi,Harsh Malhotra,EAST DELHI,147134131.0,LS,Delhi,,HARSH MALHOTRA,LS_HARSH MALHOTRA
194,Gujarat,Hasmukh Bhai Soma Bhai Patel,AHMEDABAD EAST,147000000.0,LS,Gujarat,,HASMUKH BHAI SOMA BHAI PATEL,LS_HASMUKH BHAI SOMA BHAI PATEL
195,Uttar Pradesh,IMRAN MASOOD,SAHARANPUR,147000000.0,LS,Uttar Pradesh,,IMRAN MASOOD,LS_IMRAN MASOOD
196,Sikkim,Indra Hang Subba,SIKKIM,152003923.11,LS,Sikkim,,INDRA HANG SUBBA,LS_INDRA HANG SUBBA
197,Uttar Pradesh,IQRA CHOUDHARY,KAIRANA,147000000.0,LS,Uttar Pradesh,,IQRA CHOUDHARY,LS_IQRA CHOUDHARY
198,West Bengal,ISHA KHAN CHOUDHURY,MALDAHA DAKSHIN,147000000.0,LS,West Bengal,,ISHA KHAN CHOUDHURY,LS_ISHA KHAN CHOUDHURY
199,West Bengal,JAGADISH CHANDRA BARMA BASUNIA,COOCHBEHAR(SC),168604641.11,LS,West Bengal,,JAGADISH CHANDRA BARMA BASUNIA,LS_JAGADISH CHANDRA BARMA BASUNIA
200,Karnataka,JAGADISH SHETTAR,BELGAUM,147000000.0,LS,Karnataka,,JAGADISH SHETTAR,LS_JAGADISH SHETTAR
201,West Bengal,Jagannath Sarkar,RANAGHAT(SC),147000000.0,LS,West Bengal,,JAGANNATH SARKAR,LS_JAGANNATH SARKAR
202,Uttar Pradesh,Jagdambika Pal,DOMARIYAGANJ,160643957.11,LS,Uttar Pradesh,,JAGDAMBIKA PAL,LS_JAGDAMBIKA PAL
203,Haryana,JAI PARKASH,HISAR,147000000.0,LS,Haryana,,JAI PARKASH,LS_JAI PARKASH
204,Uttar Pradesh,Jai Prakash,HARDOI (SC),147000000.0,LS,Uttar Pradesh,,JAI PRAKASH,LS_JAI PRAKASH
205,Madhya Pradesh,Janardan Mishra,REWA,147000000.0,LS,Madhya Pradesh,,JANARDAN MISHRA,LS_JANARDAN MISHRA
206,Gujarat,JASHUBHAI BHILUBHAI RATHVA,CHHOTA UDAIPUR(ST),147000000.0,LS,Gujarat,,JASHUBHAI BHILUBHAI RATHVA,LS_JASHUBHAI BHILUBHAI RATHVA
207,Gujarat,Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),147000000.0,LS,Gujarat,,JASWANTSINH SUMANBHAI BHABHOR,LS_JASWANTSINH SUMANBHAI BHABHOR
208,Bihar,JITAN RAM MANJHI,GAYA (SC),147000000.0,LS,Bihar,,JITAN RAM MANJHI,LS_JITAN RAM MANJHI
209,Uttar Pradesh,JITENDRA KUMAR DOHARE,ETAWAH(SC),188747306.26,LS,Uttar Pradesh,,JITENDRA KUMAR DOHARE,LS_JITENDRA KUMAR DOHARE
210,Jammu And Kashmir,Jitendra Singh,UDHAMPUR,147000000.0,LS,Jammu And Kashmir,,JITENDRA SINGH,LS_JITENDRA SINGH
211,Uttar Pradesh,JITIN PRASADA,PILIBHIT,147000000.0,LS,Uttar Pradesh,,JITIN PRASADA,LS_JITIN PRASADA
212,Jharkhand,JOBA MAJHI,SINGHBHUM(ST),147000000.0,LS,Jharkhand,,JOBA MAJHI,LS_JOBA MAJHI
213,Assam,JOYANTA BASUMATARY,KOKRAJHAR (ST),147000000.0,LS,Assam,,JOYANTA BASUMATARY,LS_JOYANTA BASUMATARY
214,West Bengal,JUNE MALIAH,MEDINIPUR,147000000.0,LS,West Bengal,,JUNE MALIAH,LS_JUNE MALIAH
215,Madhya Pradesh,JYOTIRADITYA M. SCINDIA,GUNA,147000000.0,LS,Madhya Pradesh,,JYOTIRADITYA M SCINDIA,LS_JYOTIRADITYA M SCINDIA
216,Chhattisgarh,Jyotsna Charandas Mahant,KORBA,155153738.11,LS,Chhattisgarh,,JYOTSNA CHARANDAS MAHANT,LS_JYOTSNA CHARANDAS MAHANT
217,Tamil Nadu,K E PRAKASH,ERODE,147000000.0,LS,Tamil Nadu,,K E PRAKASH,LS_K E PRAKASH
218,Kerala,K RADHAKRISHNAN,ALATHUR(SC),147000000.0,LS,Kerala,,K RADHAKRISHNAN,LS_K RADHAKRISHNAN
219,Tamil Nadu,K Subbarayan,TIRUPPUR,147000000.0,LS,Tamil Nadu,,K SUBBARAYAN,LS_K SUBBARAYAN
220,Kerala,K. C VENUGOPAL,ALAPPUZHA,147000000.0,LS,Kerala,,K C VENUGOPAL,LS_K C VENUGOPAL
221,Karnataka,K. RAJASHEKAR BASAVARAJ HITNAL,KOPPAL,147000000.0,LS,Karnataka,,K RAJASHEKAR BASAVARAJ HITNAL,LS_K RAJASHEKAR BASAVARAJ HITNAL
222,Telangana,KADIYAM KAVYA,WARANGEL(SC),147000000.0,LS,Telangana,,KADIYAM KAVYA,LS_KADIYAM KAVYA
223,West Bengal,Kakoli Ghosh Dastidar,BARASAT,147000000.0,LS,West Bengal,,KAKOLI GHOSH DASTIDAR,LS_KAKOLI GHOSH DASTIDAR
224,The Dadra And Nagar Haveli And Daman And Diu,Kalaben Mohanbhai Delkar,DADRA & NAGAR HAVELI (ST),147000000.0,LS,The Dadra And Nagar Haveli And Daman And Diu,,KALABEN MOHANBHAI DELKAR,LS_KALABEN MOHANBHAI DELKAR
225,Tamil Nadu,Kalanidhi Veeraswamy,CHENNAI NORTH,171500000.0,LS,Tamil Nadu,,KALANIDHI VEERASWAMY,LS_KALANIDHI VEERASWAMY
226,Jharkhand,KALI CHARAN MUNDA,KHUNTI(ST),147000000.0,LS,Jharkhand,,KALI CHARAN MUNDA,LS_KALI CHARAN MUNDA
227,Jharkhand,KALI CHARAN SINGH,CHATRA,147000000.0,LS,Jharkhand,,KALI CHARAN SINGH,LS_KALI CHARAN SINGH
228,West Bengal,KALIPADA SAREN,JHARGRAM(ST),147000000.0,LS,West Bengal,,KALIPADA SAREN,LS_KALIPADA SAREN
229,West Bengal,Kalyan Banerjee,SREERAMPUR,147000000.0,LS,West Bengal,,KALYAN BANERJEE,LS_KALYAN BANERJEE
230,Maharashtra,KALYAN VAIJINATHRAO KALE,JALNA,147000000.0,LS,Maharashtra,,KALYAN VAIJINATHRAO KALE,LS_KALYAN VAIJINATHRAO KALE
231,Assam,KAMAKHYA PRASAD TASA,Kaziranga,147000000.0,LS,Assam,,KAMAKHYA PRASAD TASA,LS_KAMAKHYA PRASAD TASA
232,Delhi,Kamaljeet Sehrawat,WEST DELHI,147000000.0,LS,Delhi,,KAMALJEET SEHRAWAT,LS_KAMALJEET SEHRAWAT
233,Chhattisgarh,KAMLESH JANGDE,JANJGIR CHAMPA(SC),150384382.11,LS,Chhattisgarh,,KAMLESH JANGDE,LS_KAMLESH JANGDE
234,Uttar Pradesh,Kamlesh Paswan,BANSGAON(SC),147000000.0,LS,Uttar Pradesh,,KAMLESH PASWAN,LS_KAMLESH PASWAN
235,Himachal Pradesh,Kangana Ranaut,MANDI,147000000.0,LS,Himachal Pradesh,,KANGANA RANAUT,LS_KANGANA RANAUT
236,Tamil Nadu,Kani K Navas,RAMANATHAPURAM,147000000.0,LS,Tamil Nadu,,KANI K NAVAS,LS_KANI K NAVAS
237,Tamil Nadu,Kanimozhi Karunanidhi,THOOTHUKKUDI,147000000.0,LS,Tamil Nadu,,KANIMOZHI KARUNANIDHI,LS_KANIMOZHI KARUNANIDHI
238,Uttar Pradesh,KANWAR SINGH TANWAR,AMROHA,147000000.0,LS,Uttar Pradesh,,KANWAR SINGH TANWAR,LS_KANWAR SINGH TANWAR
239,Uttar Pradesh,KARAN BHUSHAN SINGH,KAISERGANJ,147000000.0,LS,Uttar Pradesh,,KARAN BHUSHAN SINGH,LS_KARAN BHUSHAN SINGH
240,West Bengal,KARTICK CHANDRA PAUL,RAIGANJ,202677986.56,LS,West Bengal,,KARTICK CHANDRA PAUL,LS_KARTICK CHANDRA PAUL
241,Bihar,Kaushalendra Kumar,NALANDA,147000000.0,LS,Bihar,,KAUSHALENDRA KUMAR,LS_KAUSHALENDRA KUMAR
242,West Bengal,Khagen Murmu,MALDAHA UTTAR,147000000.0,LS,West Bengal,,KHAGEN MURMU,LS_KHAGEN MURMU
243,West Bengal,Khalilur Rahaman,JANGIPUR,147000000.0,LS,West Bengal,,KHALILUR RAHAMAN,LS_KHALILUR RAHAMAN
244,Andhra Pradesh,Kinjarapu Ram Mohan Naidu,SRIKAKULAM,171200630.11,LS,Andhra Pradesh,,KINJARAPU RAM MOHAN NAIDU,LS_KINJARAPU RAM MOHAN NAIDU
245,Arunachal Pradesh,Kiren Rijiju,ARUNACHAL WEST,147000000.0,LS,Arunachal Pradesh,,KIREN RIJIJU,LS_KIREN RIJIJU
246,Uttar Pradesh,Kirti Vardhan Singh,GONDA,147000000.0,LS,Uttar Pradesh,,KIRTI VARDHAN SINGH,LS_KIRTI VARDHAN SINGH
247,Telangana,Kishan Reddy Gangapuram,SECUNDERABAD,147000000.0,LS,Telangana,,KISHAN REDDY GANGAPURAM,LS_KISHAN REDDY GANGAPURAM
248,Uttar Pradesh,KISHORI LAL,AMETHI,171500000.0,LS,Uttar Pradesh,,KISHORI LAL,LS_KISHORI LAL
249,Telangana,KONDA VISHWESHWAR REDDY,CHELVELLA,186441916.11,LS,Telangana,,KONDA VISHWESHWAR REDDY,LS_KONDA VISHWESHWAR REDDY
250,Karnataka,KOTA SRINIVAS POOJARY,UDUPI CHIKMAGALUR,147000000.0,LS,Karnataka,,KOTA SRINIVAS POOJARY,LS_KOTA SRINIVAS POOJARY
251,Assam,Kripanath Mallah,KARIMGANJ (SC),147000000.0,LS,Assam,,KRIPANATH MALLAH,LS_KRIPANATH MALLAH
252,Haryana,Krishan Pal Gurjar,FARIDABAD,147000000.0,LS,Haryana,,KRISHAN PAL GURJAR,LS_KRISHAN PAL GURJAR
253,Uttar Pradesh,KRISHNA DEVI SHIVSHANKER PATEL,BANDA,147000000.0,LS,Uttar Pradesh,,KRISHNA DEVI SHIVSHANKER PATEL,LS_KRISHNA DEVI SHIVSHANKER PATEL
254,Andhra Pradesh,Krishna Prasad Tenneti,BAPATLA,167796849.11,LS,Andhra Pradesh,,KRISHNA PRASAD TENNETI,LS_KRISHNA PRASAD TENNETI
255,Tripura,KRITI DEVI DEBBARMAN,TRIPURA EAST(ST),147000000.0,LS,Tripura,,KRITI DEVI DEBBARMAN,LS_KRITI DEVI DEBBARMAN
256,Rajasthan,KULDEEP INDORA,GANGANAGAR(SC),147000000.0,LS,Rajasthan,,KULDEEP INDORA,LS_KULDEEP INDORA
257,Telangana,KUNDURU RAGHUVEER,NALGONDA,162952022.0,LS,Telangana,,KUNDURU RAGHUVEER,LS_KUNDURU RAGHUVEER
258,Uttar Pradesh,LALJI VERMA,AMBEDKAR NAGAR,147000000.0,LS,Uttar Pradesh,,LALJI VERMA,LS_LALJI VERMA
259,Andhra Pradesh,Lavu Sri Krishna Devarayalu,NARASARAOPET,174009663.11,LS,Andhra Pradesh,,LAVU SRI KRISHNA DEVARAYALU,LS_LAVU SRI KRISHNA DEVARAYALU
260,Uttar Pradesh,LAXMIKANT PAPPU NISHAD,SANT KABIR NAGAR,147000000.0,LS,Uttar Pradesh,,LAXMIKANT PAPPU NISHAD,LS_LAXMIKANT PAPPU NISHAD
261,Bihar,LOVELY ANAND,SHEOHAR,147000000.0,LS,Bihar,,LOVELY ANAND,LS_LOVELY ANAND
262,Rajasthan,LUMBARAM,JALORE,147000000.0,LS,Rajasthan,,LUMBARAM,LS_LUMBARAM
263,Karnataka,M. MALLESH BABU,KOLAR(SC),147065957.11,LS,Karnataka,,M MALLESH BABU,LS_M MALLESH BABU
264,Tamil Nadu,M.K. VISHNUPRASAD,CUDDALORE,147000000.0,LS,Tamil Nadu,,M K VISHNUPRASAD,LS_M K VISHNUPRASAD
265,Andhra Pradesh,Maddila Gurumoorthy,TIRUPATI(SC),180399007.0,LS,Andhra Pradesh,,MADDILA GURUMOORTHY,LS_MADDILA GURUMOORTHY
266,Telangana,MADHAVANENI RAGHUNANDAN RAO,MEDAK,147000000.0,LS,Telangana,,MADHAVANENI RAGHUNANDAN RAO,LS_MADHAVANENI RAGHUNANDAN RAO
267,Andhra Pradesh,Magunta Sreenivasulu Reddy,ONGOLE,147000000.0,LS,Andhra Pradesh,,MAGUNTA SREENIVASULU REDDY,LS_MAGUNTA SREENIVASULU REDDY
268,Madhya Pradesh,Mahendra Singh Solanky,DEWAS(SC),147000000.0,LS,Madhya Pradesh,,MAHENDRA SINGH SOLANKY,LS_MAHENDRA SINGH SOLANKY
269,Chhattisgarh,MAHESH KASHYAP,BASTAR(ST),147000000.0,LS,Chhattisgarh,,MAHESH KASHYAP,LS_MAHESH KASHYAP
270,Uttar Pradesh,Mahesh Sharma,GAUTAM BUDDHA NAGAR,148816284.11,LS,Uttar Pradesh,,MAHESH SHARMA,LS_MAHESH SHARMA
271,Rajasthan,MAHIMA KUMARI MEWAR,RAJSAMAND,183892143.0,LS,Rajasthan,,MAHIMA KUMARI MEWAR,LS_MAHIMA KUMARI MEWAR
272,Uttarakhand,Mala Rajya Laxmi Shah,TEHRI GARHWAL,147000000.0,LS,Uttarakhand,,MALA RAJYA LAXMI SHAH,LS_MALA RAJYA LAXMI SHAH
273,West Bengal,Mala Roy,KOLKATA DAKSHIN,147000000.0,LS,West Bengal,,MALA ROY,LS_MALA ROY
274,Tamil Nadu,MALAIYARASAN D,KALLAKURICHI,176686299.0,LS,Tamil Nadu,,MALAIYARASAN D,LS_MALAIYARASAN D
275,Odisha,MALVIKA DEVI,KALAHANDI,147000000.0,LS,Odisha,,MALVIKA DEVI,LS_MALVIKA DEVI
276,Punjab,MALVINDER SINGH KANG,ANANDPUR SAHIB,147000000.0,LS,Punjab,,MALVINDER SINGH KANG,LS_MALVINDER SINGH KANG
277,Tamil Nadu,MANI. A.,DHARAMAPURI,164515071.11,LS,Tamil Nadu,,MANI A,LS_MANI A
278,Tamil Nadu,Manickam Tagore B,VIRUDHUNAGAR,147000000.0,LS,Tamil Nadu,,MANICKAM TAGORE B,LS_MANICKAM TAGORE B
279,Jharkhand,MANISH JAISWAL,HAZARIBAGH,147000000.0,LS,Jharkhand,,MANISH JAISWAL,LS_MANISH JAISWAL
280,Chandigarh,MANISH TEWARI,CHANDIGARH,178351443.75,LS,Chandigarh,,MANISH TEWARI,LS_MANISH TEWARI
281,Rajasthan,MANJU SHARMA,JAIPUR,167082901.11,LS,Rajasthan,,MANJU SHARMA,LS_MANJU SHARMA
282,Rajasthan,MANNA LAL RAWAT,UDAIPUR(ST),147000000.0,LS,Rajasthan,,MANNA LAL RAWAT,LS_MANNA LAL RAWAT
283,Haryana,MANOHAR LAL,KARNAL,147000000.0,LS,Haryana,,MANOHAR LAL,LS_MANOHAR LAL
284,Bihar,MANOJ KUMAR,SASARAM(SC),147000000.0,LS,Bihar,,MANOJ KUMAR,LS_MANOJ KUMAR
285,West Bengal,MANOJ TIGGA,ALIPURDUARS(ST),147000000.0,LS,West Bengal,,MANOJ TIGGA,LS_MANOJ TIGGA
286,Delhi,Manoj Tiwari,NORTH EAST DELHI,225843858.0,LS,Delhi,,MANOJ TIWARI,LS_MANOJ TIWARI
287,Gujarat,Mansukhbhai Dhanjibhai Vasava,BHARUCH,147000000.0,LS,Gujarat,,MANSUKHBHAI DHANJIBHAI VASAVA,LS_MANSUKHBHAI DHANJIBHAI VASAVA
288,Jammu And Kashmir,MIAN ALTAF AHMAD,ANANTNAG,147000000.0,LS,Jammu And Kashmir,,MIAN ALTAF AHMAD,LS_MIAN ALTAF AHMAD
289,Andhra Pradesh,Midhun Reddy,RAJAMPET,178951477.11,LS,Andhra Pradesh,,MIDHUN REDDY,LS_MIDHUN REDDY
290,Bihar,MISHA BHARTI,PATALIPUTRA,147000000.0,LS,Bihar,,MISHA BHARTI,LS_MISHA BHARTI
291,Gujarat,Mitesh Rameshbhai Bakabhai Patel,ANAND,147000000.0,LS,Gujarat,,MITESH RAMESHBHAI BAKABHAI PATEL,LS_MITESH RAMESHBHAI BAKABHAI PATEL
292,Ladakh,Mohamed Haneefa,LADAKH,161114542.0,LS,Ladakh,,MOHAMED HANEEFA,LS_MOHAMED HANEEFA
293,Uttar Pradesh,MOHIBBULLAH,RAMPUR,147000000.0,LS,Uttar Pradesh,,MOHIBBULLAH,LS_MOHIBBULLAH
294,Maharashtra,MOHITE PATIL DHAIRYASHEEL RAJSINH,MADHA,195613601.7,LS,Maharashtra,,MOHITE PATIL DHAIRYASHEEL RAJSINH,LS_MOHITE PATIL DHAIRYASHEEL RAJSINH
295,Bihar,Mr Gopal Jee Thakur,DARBHANGA,147000000.0,LS,Bihar,,GOPAL JEE THAKUR,LS_GOPAL JEE THAKUR
296,West Bengal,Ms Mahua Moitra,KRISHNANAGAR,159865046.0,LS,West Bengal,,MAHUA MOITRA,LS_MAHUA MOITRA
297,Lakshadweep,MUHAMMED HAMDULLAH SAYEED,LAKSHADWEEP(ST),153942460.41,LS,Lakshadweep,,MUHAMMED HAMDULLAH SAYEED,LS_MUHAMMED HAMDULLAH SAYEED
298,Uttar Pradesh,Mukesh Rajput,FARRUKHABAD,147000000.0,LS,Uttar Pradesh,,MUKESH RAJPUT,LS_MUKESH RAJPUT
299,Gujarat,MUKESHKUMAR CHANDRAKAANT DALAL,SURAT,147000000.0,LS,Gujarat,,MUKESHKUMAR CHANDRAKAANT DALAL,LS_MUKESHKUMAR CHANDRAKAANT DALAL
300,Rajasthan,MURARI LAL MEENA,DAUSA(ST),147000000.0,LS,Rajasthan,,MURARI LAL MEENA,LS_MURARI LAL MEENA
301,Tamil Nadu,MURASOLI S,THANJAVUR,147000000.0,LS,Tamil Nadu,,MURASOLI S,LS_MURASOLI S
302,Maharashtra,MURLIDHAR MOHOL,PUNE,147000000.0,LS,Maharashtra,,MURLIDHAR MOHOL,LS_MURLIDHAR MOHOL
303,Odisha,NABA CHARAN MAJHI,MAYURBHANJ (ST),147563957.11,LS,Odisha,,NABA CHARAN MAJHI,LS_NABA CHARAN MAJHI
304,Jharkhand,NALIN SOREN,DUMKA(ST),147364097.11,LS,Jharkhand,,NALIN SOREN,LS_NALIN SOREN
305,Uttar Pradesh,NARAYAN DAS AHIRWAR,JALAUN(SC),147000000.0,LS,Uttar Pradesh,,NARAYAN DAS AHIRWAR,LS_NARAYAN DAS AHIRWAR
306,Maharashtra,NARAYAN TATU RANE,RATNAGIRI-SINDHUDURG,147000000.0,LS,Maharashtra,,NARAYAN TATU RANE,LS_NARAYAN TATU RANE
307,Uttar Pradesh,NARESH CHANDRA UTTAM PATEL,FATEHPUR,147000000.0,LS,Uttar Pradesh,,NARESH CHANDRA UTTAM PATEL,LS_NARESH CHANDRA UTTAM PATEL
308,Maharashtra,NARESH GANPAT MHASKE,THANE,147000000.0,LS,Maharashtra,,NARESH GANPAT MHASKE,LS_NARESH GANPAT MHASKE
309,Haryana,NAVEEN JINDAL,KURUKSHETRA,147000000.0,LS,Haryana,,NAVEEN JINDAL,LS_NAVEEN JINDAL
310,Uttar Pradesh,NEERAJ MAURYA,AONLA,147000000.0,LS,Uttar Pradesh,,NEERAJ MAURYA,LS_NEERAJ MAURYA
311,Maharashtra,NILESH DNYANDEV LANKE,AHMEDNAGAR,147000000.0,LS,Maharashtra,,NILESH DNYANDEV LANKE,LS_NILESH DNYANDEV LANKE
312,Gujarat,NIMUBEN JAYANTIBHAI BAMBHANIYA,BHAVNAGAR,147000000.0,LS,Gujarat,,NIMUBEN JAYANTIBHAI BAMBHANIYA,LS_NIMUBEN JAYANTIBHAI BAMBHANIYA
313,Jharkhand,Nishikant Dubey,GODDA,147000000.0,LS,Jharkhand,,NISHIKANT DUBEY,LS_NISHIKANT DUBEY
314,Maharashtra,Nitin Jairam Gadkari,NAGPUR,168195086.11,LS,Maharashtra,,NITIN JAIRAM GADKARI,LS_NITIN JAIRAM GADKARI
315,Bihar,Nityanand Rai,UJJARPUR,147000000.0,LS,Bihar,,NITYANAND RAI,LS_NITYANAND RAI
316,Rajasthan,Om Birla,KOTA,163906956.6,LS,Rajasthan,,OM BIRLA,LS_OM BIRLA
317,Maharashtra,Omprakash Bhupalsinh Alias Pawan Rajenimbalkar,OSMANABAD,184758519.11,LS,Maharashtra,,OMPRAKASH BHUPALSINH ALIAS PAWAN RAJENIMBALKAR,LS_OMPRAKASH BHUPALSINH ALIAS PAWAN RAJENIMBALKAR
